Property Address,Property City,Property Zip Code,Sale Date,Sale_Price,PropertyType,Cap_Rate,Bldg SF,Floor Area Ratio,Building Class,Building Condition,BuildingMaterials,Year Built,Number Of Units,Longitude,Latitude
331-335 Florida St,Vallejo,94590,9/25/2015,430000,Multi-Family,7.21,3148,0.484382213,C,Other,Unknown,1905,4,-122.2604314,38.1049516
350 Sharon Park Dr,Menlo Park,94025,12/11/2015,245000000,Multi-Family,4.2,328024,1.158522286,B,Other,WoodFrame,1970,296,-122.1977272,37.4249959
865-881 E El Camino Real,Mountain View,94040,12/9/2015,110000000,Multi-Family,3.83,130000,1.292850537,A,Other,WoodFrame,2015,149,-122.060213,37.374788
1201 S Main St,Milpitas,95035,12/18/2015,102000000,Multi-Family,4.3,196000,1.70644007,A,Other,WoodFrame,2015,200,-121.902392,37.412546
3110 Casa De Campo,San Mateo,94403,4/11/2016,62500000,Multi-Family,4.84,145540,3.67163652,C,Other,WoodFrame,1965,146,-122.28465,37.542992
2130 Southwest Expy,San Jose,95126,2/26/2016,55500000,Multi-Family,4.5,80145,0.475420728,B,Other,WoodFrame,1971,193,-121.930091,37.298091
10810-10820 San Pablo Ave,El Cerrito,94530,1/14/2016,55000000,Multi-Family,4.9,139785,0.769550497,B,Other,ReinforcedConcrete,2007,159,-122.3105147,37.9146399
688 N 7th St,San Jose,95112,1/6/2016,51250000,Multi-Family,4.8,100000,1.144819691,A,Other,Unknown,2015,103,-121.893126,37.351927
2751 Monument Blvd,Concord,94520,4/19/2016,45000000,Multi-Family,5.57,228032,0.446283256,B,Other,WoodFrame,1973,296,-122.034855,37.964185
29843 Clearbrook Cir,Hayward,94544,2/25/2016,41000000,Multi-Family,5.25,146232,0.232803458,B,Other,WoodFrame,1971,148,-122.037222,37.631355
142 Fig Tree Ln,Martinez,94553,1/29/2016,37550000,Multi-Family,4.5,133184,0.522648877,B,Other,WoodFrame,1985,168,-122.095082,37.992874
1100-1128 E Leland Rd,Pittsburg,94565,4/29/2016,37245500,Multi-Family,5.5,164928,0.434151298,B,Other,WoodFrame,1986,208,-121.874258,38.0086
885 Woodside Rd,Redwood City,94061,1/15/2016,29500000,Multi-Family,3.9,46811,1.580384875,B,Other,ReinforcedConcrete,2010,42,-122.2241354,37.4648406
110 Dias Cir,Pittsburg,94565,12/22/2015,25815000,Multi-Family,4.8,126672,0.363153685,Unknown,Other,Unknown,1989,156,-121.8731045,38.0089694
1813 Marlesta Ct,Pinole,94564,4/7/2016,22592250,Multi-Family,3.29,99416,0.280378365,B,Other,Unknown,1974,144,-122.295858,38.001409
3915 Delta Fair Blvd,Antioch,94509,2/17/2016,22050000,Multi-Family,5.45,267870,0.557015775,C,Other,WoodFrame,1965,205,-121.846811,38.002611
1141 W Olive Ave,Sunnyvale,94086,4/14/2016,22000000,Multi-Family,3.7,38010,0.376116922,C,Other,WoodFrame,1964,64,-122.0531604,37.3749235
1265-1271 Monument Blvd,Concord,94520,2/26/2016,20400000,Multi-Family,6.5,189102,0.750047596,B,Other,WoodFrame,1964,198,-122.048368,37.95075
1868 N Capitol Ave,San Jose,95132,4/28/2016,16500000,Multi-Family,5.2,100000,0.623830318,B,Other,WoodFrame,1998,92,-121.8804812,37.4027787
1118-1130 Starbird Cir,San Jose,95117,12/16/2015,16250000,Multi-Family,3.49,79692,0.842695203,B,Other,WoodFrame,1970,67,-121.9647231,37.3061749
67 N Jackson Ave,San Jose,95116,2/26/2016,15050000,Multi-Family,3.4,43818,0.408548013,C,Other,WoodFrame,1972,75,-121.845619,37.359851
1565 Madison St,Oakland,94612,3/30/2016,15000000,Multi-Family,4.5,52637,1.949013219,C,Other,Masonry,1965,66,-122.2631079,37.8036911
1660 Gordon St,Redwood City,94061,12/15/2015,14760000,Multi-Family,5.05,34662,1.470910248,C,Other,Unknown,1963,41,-122.224895,37.466294
2301 Sycamore Dr,Antioch,94509,4/29/2016,14100000,Multi-Family,6.7,269567,0.84889089,C,Other,WoodFrame,1973,186,-121.832342,38.003718
350 Dunster Dr,Campbell,95008,1/29/2016,14000000,Multi-Family,3.78,35754,1.189579452,C,Other,WoodFrame,1957,40,-121.9518598,37.2920369
2768 McKee Rd,San Jose,95127,4/29/2016,13500000,Multi-Family,5.2,48630,0.769924955,B,Other,WoodFrame,1998,86,-121.8411276,37.3706641
616-624 Morse Ave,Sunnyvale,94085,12/10/2015,12800000,Multi-Family,4.62,18610,0.326777875,C,Other,WoodFrame,1959,41,-122.01889,37.390165
964 Risa Rd,Lafayette,94549,3/17/2016,12800000,Multi-Family,4,67200,1.224378245,C,Other,WoodFrame,1973,40,-122.134836,37.889919
30 Castlewood Dr,Pittsburg,94565,2/4/2016,11350000,Multi-Family,5.08,63842,0.235628896,A,Other,ReinforcedConcrete,2003,88,-121.8952168,37.995361
950 Antoinette Ln,South San Francisco,94080,4/29/2016,9700000,Multi-Family,4.6,17512,0.913701346,C,Other,ReinforcedConcrete,1961,30,-122.434083,37.657052
3440 25th St,San Francisco,94110,4/26/2016,9250000,Multi-Family,3.26,46396,6.467242821,B,Other,Masonry,1932,55,-122.4192762,37.7507825
3779 Blackford Ave,San Jose,95117,12/15/2015,9250000,Multi-Family,3.99,22000,0.519492786,C,Other,WoodFrame,1976,28,-121.967528,37.314535
530 Chestnut St,San Carlos,94070,4/22/2016,8400000,Multi-Family,2.1,18874,0.943794379,C,Other,ReinforcedConcrete,1950,23,-122.2648392,37.50485
763 Blossom Way,Hayward,94541,1/29/2016,8400000,Multi-Family,4.22,31350,0.793670886,C,Other,Masonry,1958,57,-122.099724,37.67917
27404-27467 Manon Ave,Hayward,94544,3/31/2016,8300000,Multi-Family,5.8,38941,0.472998251,C,Other,Masonry,1964,36,-122.070101,37.636455
2690 Great Hwy,San Francisco,94116,1/26/2016,7900000,Multi-Family,4.04,21423,2.459022039,C,Other,WoodFrame,1962,21,-122.5060696,37.7362582
1000 Claudia Ct,Antioch,94509,4/1/2016,7891500,Multi-Family,5.98,99036,0.36848548,B,Other,Unknown,1972,115,-121.818566,37.999397
2401 Carlmont Dr,Belmont,94002,12/9/2015,7580000,Multi-Family,3.74,17478,0.824784106,C,Other,WoodFrame,1961,16,-122.2994333,37.5092365
1148 E 18th St,Oakland,94606,12/29/2015,7287709,Multi-Family,4.9,33065,0.924688182,C,Other,Masonry,1922,21,-122.244292,37.793688
1075-1085 Saratoga Ave,San Jose,95129,3/1/2016,7250000,Multi-Family,3.9,15568,0.490454288,C,Other,WoodFrame,1960,26,-121.9784361,37.3064857
348 Estabrook St,San Leandro,94577,1/4/2016,7200000,Multi-Family,3.62,35478,1.576940172,C,Other,Masonry,1965,38,-122.1532629,37.7173123
3560 Divisadero St,San Francisco,94123,12/16/2015,7200000,Multi-Family,2.61,10600,2.261574568,C,Other,Masonry,1926,14,-122.4431058,37.8026531
353-364 Grand Ave,Oakland,94610,1/29/2016,7000000,Multi-Family,3.21,21500,2.485261819,C,Other,Masonry,1930,21,-122.255986,37.808587
41 Octavia St,San Francisco,94102,1/26/2016,6800000,Multi-Family,3.25,12448,3.810223447,C,Other,WoodFrame,1904,12,-122.424135,37.772413
15977-15987 Maubert Ave,San Leandro,94578,12/18/2015,6700000,Multi-Family,5.32,63486,1.060043413,C,Other,Masonry,1987,34,-122.115703,37.702814
23924 2nd St,Hayward,94541,12/24/2015,6650000,Multi-Family,4,23754,3.451612903,C,Other,Masonry,1988,30,-122.074766,37.671759
355-357 Grove St,San Francisco,94102,3/31/2016,5860000,Multi-Family,4.09,10128,2.907003444,B,Other,Unknown,1916,13,-122.4224092,37.7776888
185 Athol Ave,Oakland,94606,12/14/2015,5800000,Multi-Family,3.9,19700,2.238890783,C,Other,Masonry,1966,25,-122.2520003,37.8010908
6615 Schmidt Ln,El Cerrito,94530,12/18/2015,5800000,Multi-Family,4.1,34594,1.258009382,C,Other,Unknown,1973,24,-122.3078535,37.9156584
1221 Union St,San Francisco,94109,12/9/2015,5725000,Multi-Family,4.03,8652,3.173881145,C,Other,WoodFrame,1908,8,-122.419458,37.7989731
65 E Buena Vista Ave,San Francisco,94117,12/16/2015,5400000,Multi-Family,2.68,8220,2.359357061,C,Other,Unknown,1926,12,-122.4391899,37.7704029
1740 Detroit Ave,Concord,94520,1/15/2016,5250000,Multi-Family,3.8,34394,0.83998437,C,Other,Masonry,1965,32,-122.0416204,37.9702527
3023-3027 Fillmore St,San Francisco,94123,2/9/2016,5200000,Retail,5.66,7345,2.72037037,Unknown,Other,WoodFrame,1909,6,-122.4358123,37.7974369
3901-3911 Piedmont Ave,Oakland,94611,3/18/2016,5150000,Multi-Family,3.17,20685,1.899449036,C,Other,Masonry,1924,19,-122.2544422,37.8251186
310 Bayview St,San Rafael,94901,4/20/2016,5075000,Multi-Family,4.5,10624,1.416344487,C,Other,Unknown,1971,14,-122.5356403,37.9682491
1906 Jackson St,Oakland,94612,12/4/2015,5000000,Multi-Family,3.4,15570,1.985969388,C,Other,Unknown,1923,14,-122.2627367,37.8054773
184 Centre St,Mountain View,94041,2/19/2016,4950000,Multi-Family,3.2,7936,0.496558628,C,Other,WoodFrame,1960,11,-122.0757119,37.3837279
1457-1475 Santa Clara St,Santa Clara,95050,3/18/2016,4900000,Multi-Family,4.18,9856,0.656060707,C,Other,WoodFrame,1958,15,-121.948623,37.345269
3054 David Ave,San Jose,95128,1/20/2016,4850000,Multi-Family,4.67,14000,0.810185185,C,Other,Masonry,1957,22,-121.94824,37.29727
1739 Addison St,Berkeley,94703,2/25/2016,4780000,Multi-Family,5.15,11679,1.474807425,C,Other,Unknown,1970,15,-122.2757526,37.8705331
756 Page St,San Francisco,94117,2/17/2016,4575000,Multi-Family,3.37,9588,1.320479273,C,Other,WoodFrame,1924,9,-122.4332666,37.7729724
640 Brooklyn Ave,Oakland,94606,2/26/2016,4500000,Multi-Family,4.7,10473,2.0946,C,Other,Masonry,1929,18,-122.2471093,37.8042722
1046-1050 Pacific Ave,San Francisco,94133,3/17/2016,4500000,Multi-Family,5.16,6176,3.984516129,C,Other,Unknown,1900,9,-122.4125204,37.7963943
2231-2233 Grant St,Berkeley,94703,4/5/2016,4450000,Multi-Family,4.18,13755,1.059707242,C,Other,WoodFrame,1967,19,-122.274591,37.867311
520 Scott St,San Francisco,94117,3/6/2016,4400000,Multi-Family,3.25,8811,2.352108916,C,Other,WoodFrame,1921,12,-122.435713,37.774588
1162 Sunnyvale Saratoga Rd,Sunnyvale,94087,2/25/2016,4400000,Multi-Family,3.01,12553,0.478793196,C,Needs Improvement,WoodFrame,1952,10,-122.031285,37.354405
3206-3252 International Blvd,Oakland,94601,1/15/2016,4309400,Multi-Family,5.49,24298,0.829339887,C,Other,Masonry,1910,21,-122.225202,37.777549
12 Sherman St,San Francisco,94103,3/11/2016,4300000,Retail,3.58,4835,4.004271223,Unknown,Other,Unknown,1951,5,-122.4068029,37.777005
2607 Ellsworth St,Berkeley,94704,3/23/2016,4250000,Multi-Family,4.2,11150,1.749843063,C,Other,Unknown,1965,13,-122.262211,37.862453
5424 Saint Mark Ave,Newark,94560,4/12/2016,4225000,Multi-Family,4.5,11744,0.51619709,C,Other,WoodFrame,1960,16,-122.021933,37.541299
951-955 Karol Way,San Leandro,94577,4/28/2016,4200000,Multi-Family,5.54,18600,0.5,C,Other,Masonry,1961,23,-122.1546889,37.7283624
4205 24th St,San Francisco,94114,12/30/2015,4200000,Multi-Family,5.6,6600,2.448071217,C,Other,Unknown,1900,4,-122.4365957,37.7510083
2266 Union St,San Francisco,94123,3/26/2016,4100000,Retail,3.71,6207,1.806461001,Unknown,Other,Masonry,1904,3,-122.436636,37.797047
2087 Sahara Way,Santa Clara,95050,2/26/2016,4080000,Multi-Family,4.05,12514,0.844969615,C,Other,WoodFrame,1961,12,-121.9575728,37.3607022
22032 Arbor Ave,Hayward,94541,3/18/2016,4075000,Multi-Family,5.34,15600,0.387587269,C,Other,WoodFrame,1965,18,-122.107192,37.667556
1595 Brookvale Dr,San Jose,95129,12/18/2015,4029500,Multi-Family,3.09,7383,0.469268417,C,Other,WoodFrame,1974,10,-122.0285745,37.2962324
2125 92nd Ave,Oakland,94603,3/23/2016,4000000,Multi-Family,7.04,27223,0.97225,C,Other,Unknown,1964,32,-122.1658797,37.752897
481 Lincoln Cir,Millbrae,94030,1/8/2016,3895000,Multi-Family,3.57,10371,1.473362694,C,Other,Unknown,1969,7,-122.4019374,37.5998112
144-148 Sanchez St,San Francisco,94114,1/14/2016,3750000,Multi-Family,2.7,6536,2.480455408,C,Other,WoodFrame,1901,5,-122.4315661,37.7668868
225 Taylor St,San Francisco,94102,1/15/2016,3600000,Multi-Family,5,12825,3.8,B,Other,Unknown,1910,24,-122.4113391,37.7845078
135-139 8th St,San Francisco,94103,1/29/2016,3495000,Multi-Family,5.45,5720,4.005602241,C,Other,WoodFrame,1909,7,-122.412561,37.777192
683 Live Oak Ave,Menlo Park,94025,2/16/2016,3436875,Multi-Family,1.95,5097,0.910016069,C,Other,WoodFrame,1946,6,-122.1813517,37.4510833
717-723 Union St,San Francisco,94133,12/23/2015,3300000,Multi-Family,3.93,7682,2.204936854,C,Other,Unknown,1910,7,-122.4112053,37.7999431
2020 Cedar St,Berkeley,94709,2/18/2016,3150000,Multi-Family,4.5,7500,1.071428571,C,Other,Unknown,1966,9,-122.2702875,37.8780261
934 Sir Francis Drake Blvd,Greenbrae,94904,12/3/2015,3140000,Multi-Family,4.01,8300,0.354958731,C,Other,WoodFrame,,8,-122.5463983,37.9551647
5405-5411 Morrow Dr,San Pablo,94806,3/31/2016,3130000,Multi-Family,7.6,20840,0.525744847,C,Other,WoodFrame,1962,31,-122.3283539,37.9602839
642 Kirkland Dr,Sunnyvale,94087,1/27/2016,3100000,Multi-Family,3.06,6595,0.658315033,C,Other,WoodFrame,1961,8,-122.0372017,37.3405065
1848-1860 E 25th St,Oakland,94606,2/17/2016,3062000,Multi-Family,6.24,26418,1.060282549,C,Other,Masonry,1962,24,-122.233642,37.795446
3322-3324 Steiner St,San Francisco,94123,4/29/2016,3050000,Retail,5.15,3060,1.171067738,Unknown,Other,ReinforcedConcrete,1907,2,-122.4376061,37.8001092
285 Fairmount Ave,Oakland,94611,1/29/2016,3050000,Multi-Family,3.1,17080,2.122002733,C,Other,Masonry,1962,21,-122.2592184,37.8179259
729 Cherry St,Novato,94945,1/15/2016,3020000,Multi-Family,4.62,10100,0.439149528,C,Other,Unknown,1966,15,-122.5637329,38.1131968
1211 Jefferson St,Santa Clara,95050,1/29/2016,2997000,Multi-Family,5.36,5952,0.621099864,C,Other,WoodFrame,1954,10,-121.9514161,37.3498322
510 Richmond Dr,Millbrae,94030,3/8/2016,2980000,Multi-Family,4.4,5234,1.0013392,C,Other,Unknown,1967,5,-122.405357,37.5992788
3140 Octavia St,San Francisco,94123,3/11/2016,2875000,Multi-Family,4.6,5415,2.038012796,C,Other,WoodFrame,1926,6,-122.4292966,37.8013381
104 Redwood Ave,Redwood City,94061,12/30/2015,2850000,Multi-Family,3.49,7300,0.776265419,C,Other,Unknown,1964,8,-122.2235412,37.4761535
801 Bermuda Dr,San Mateo,94403,12/22/2015,2850000,Multi-Family,3.8,5333,0.560365661,C,Other,Unknown,1960,6,-122.3011144,37.5515058
1929-1933 Stockton St,San Francisco,94133,2/24/2016,2835000,Multi-Family,3.29,6000,2.52312868,C,Other,WoodFrame,1907,6,-122.4100561,37.8036414
430 Vernon St,Oakland,94610,2/17/2016,2800000,Multi-Family,4.09,8175,1.034679155,C,Other,Masonry,1961,12,-122.253184,37.816497
1598 McAllister St,San Francisco,94115,12/23/2015,2800000,Multi-Family,3.59,6525,2.61,B,Other,Unknown,1913,7,-122.4381129,37.7779603
2847 Folsom St,San Francisco,94110,4/8/2016,2785000,Multi-Family,4.31,3954,1.396679619,C,Other,WoodFrame,1964,6,-122.4138,37.751815
1447 Washington St,San Francisco,94109,1/6/2016,2750000,Multi-Family,4.4,4665,1.357683353,B,Other,Unknown,1910,6,-122.4170581,37.7936876
524-528 Ashbury St,San Francisco,94117,2/12/2016,2720000,Multi-Family,4.11,5250,1.826722338,C,Other,Unknown,1904,6,-122.4468366,37.7705803
217-221 Virginia Ave,San Francisco,94110,4/6/2016,2650000,Multi-Family,4.5,3926,0.819453141,C,Other,WoodFrame,1900,6,-122.4189706,37.7423144
589 Merritt Ave,Oakland,94610,12/31/2015,2604545,Multi-Family,5.68,7952,1.348253645,C,Other,Masonry,1918,11,-122.2460926,37.8080006
168 Pacific Ave,Pacifica,94044,1/29/2016,2560000,Multi-Family,4.75,6740,0.78950451,C,Other,WoodFrame,1965,9,-122.4904563,37.6312816
362 Noe St,San Francisco,94114,3/4/2016,2550000,Multi-Family,4.55,4200,1.285583104,C,Other,WoodFrame,1900,8,-122.4332452,37.7630652
225 11th Ave,San Francisco,94118,12/3/2015,2500000,Multi-Family,2.86,5580,1.859380207,C,Other,WoodFrame,1927,6,-122.4700696,37.7840814
342 8th Ave,San Francisco,94118,4/14/2016,2485000,Multi-Family,2.79,4424,1.45096753,C,Other,Unknown,1964,6,-122.4662411,37.7820295
2254 Luz Ave,San Jose,95116,4/29/2016,2450000,Multi-Family,4,7286,0.647586881,C,Other,WoodFrame,1954,13,-121.8450715,37.3589766
1401 High St,Alameda,94501,3/31/2016,2430000,Multi-Family,4.97,7208,0.958765629,C,Other,WoodFrame,1905,9,-122.231974,37.75852
1760 Diane Ct,Concord,94520,12/11/2015,2420600,Multi-Family,8,16072,0.576511945,C,Other,WoodFrame,1961,27,-122.041558,37.956875
1120 Virginia Ln,Concord,94520,12/11/2015,2420600,Multi-Family,8,19100,0.76926175,C,Other,WoodFrame,1972,20,-122.042211,37.956096
2-12 Coso Ave,San Francisco,94110,2/10/2016,2400000,Multi-Family,3.4,5924,1.748524203,C,Other,Unknown,1906,6,-122.418434,37.7463549
1225 Laguna Ave,Burlingame,94010,3/11/2016,2400000,Multi-Family,2.58,4844,0.807602534,C,Other,WoodFrame,1964,5,-122.3657256,37.5866274
1222 10th Ave,San Francisco,94122,4/21/2016,2390000,Multi-Family,4.49,4416,1.448343719,C,Other,WoodFrame,1973,6,-122.467081,37.76547
1830 6th Ave,Oakland,94606,4/22/2016,2360000,Multi-Family,5.37,11000,0.935294618,C,Other,Masonry,1958,18,-122.248604,37.797673
1433-1455 Spruce St,Berkeley,94709,4/8/2016,2245000,Multi-Family,4.6,4703,0.696637535,C,Other,WoodFrame,1900,8,-122.2657207,37.8810741
1000 Kirkham St,San Francisco,94122,4/8/2016,2244100,Multi-Family,5.45,4464,1.464086586,C,Other,Unknown,1957,6,-122.4716301,37.760267
59 10th St,Oakland,94607,12/15/2015,2200000,Multi-Family,4.4,10806,2.1612,B,Other,Masonry,1912,12,-122.263795,37.797829
456 Studio Cor,San Mateo,94401,2/26/2016,2200000,Multi-Family,2.5,5820,0.83716916,C,Good,WoodFrame,1959,6,-122.3357641,37.578327
2809 8th Ave,Oakland,94610,2/11/2016,2175000,Multi-Family,4.4,7002,1.560855996,C,Other,Masonry,1928,11,-122.239183,37.802139
3142 24th St,San Francisco,94110,3/21/2016,2100000,Retail,8.42,3484,0.826549781,Unknown,Other,ReinforcedConcrete,1885,4,-122.4150888,37.7526143
1431 El Camino Real,Burlingame,94010,2/24/2016,2065000,Multi-Family,1.82,3222,0.418387222,C,Other,ReinforcedConcrete,1947,4,-122.373426,37.588026
326 Pierce St,San Francisco,94117,3/31/2016,2037000,Multi-Family,2.84,5250,1.979638009,C,Other,Unknown,1911,6,-122.4337884,37.7730326
3065-3069 16th St,San Francisco,94103,12/31/2015,2000000,Retail,5.6,5325,2.407458564,Unknown,Other,WoodFrame,1909,5,-122.4211279,37.7646594
927 Fitzuren Rd,Antioch,94509,2/23/2016,1995000,Multi-Family,6.59,11700,0.615789474,C,Other,WoodFrame,1966,16,-121.8202829,37.9976364
354 S Willard Ave,San Jose,95126,12/23/2015,1995000,Multi-Family,4,6336,0.633536646,C,Other,ReinforcedConcrete,1963,10,-121.9166782,37.3224166
1403-1413 Encinal Ave,Alameda,94501,3/30/2016,1975000,Retail,5.15,6568,1.01201849,Unknown,Other,Masonry,1910,2,-122.2618477,37.7703836
815 El Camino Real,Burlingame,94010,4/20/2016,1910000,Multi-Family,3.24,6752,1.08032,C,Other,Unknown,1949,5,-122.3598275,37.5803187
775 9th Ave,San Francisco,94118,1/26/2016,1900000,Multi-Family,4.4,4000,1.311905543,C,Other,Unknown,1918,5,-122.4672131,37.7738358
2219 23rd Ave,Oakland,94606,1/15/2016,1855000,Multi-Family,6.54,2240,0.498331479,C,Other,WoodFrame,1987,4,-122.2308426,37.789959
3156-3158 24th St,San Francisco,94110,12/17/2015,1770000,Multi-Family,2.59,4600,2.200956938,C,Other,WoodFrame,1890,8,-122.4154567,37.7526278
1734 Spruce St,Berkeley,94709,3/16/2016,1750000,Multi-Family,5.49,4400,0.683442063,C,Other,Unknown,1913,7,-122.2656733,37.8763367
37-63 W Bolton Rd,Oakley,94561,4/12/2016,1750000,Multi-Family,8.23,12400,0.318422269,C,Other,Unknown,1948,15,-121.6967741,37.9734583
1136 Ayala Dr,Sunnyvale,94086,4/28/2016,1750000,Multi-Family,4.09,5500,0.701530612,C,Other,Unknown,1964,4,-122.0496453,37.3831807
550 Fairmount Ave,Oakland,94611,4/6/2016,1750000,Multi-Family,4.15,6632,0.961298739,C,Other,Masonry,1963,10,-122.2541196,37.8215954
1337 Castlemont Ave,San Jose,95128,12/18/2015,1715000,Multi-Family,4.84,3867,0.420966688,C,Other,Masonry,1967,4,-121.948374,37.300308
820-824 15th St,Oakland,94607,4/4/2016,1715000,Multi-Family,4.5,7856,0.875905898,C,Other,Unknown,1952,12,-122.279755,37.808742
2858 Brookdale Ave,Oakland,94602,4/15/2016,1700000,Multi-Family,6.47,8223,0.507467292,C,Other,Masonry,1961,10,-122.217243,37.793449
1522 Verdi St,Alameda,94501,3/11/2016,1688000,Multi-Family,4,5009,0.577872635,C,Other,Masonry,1964,6,-122.2669,37.773784
1937 26th Ave,Oakland,94601,12/16/2015,1650000,Multi-Family,4.6,7650,1.53,C,Other,Masonry,1928,17,-122.232421,37.792346
694 S 2nd St,San Jose,95112,3/18/2016,1625000,Multi-Family,5.38,3861,0.447704082,C,Other,WoodFrame,1985,11,-121.881515,37.326357
313-315 Elm St,San Mateo,94401,12/29/2015,1615000,Multi-Family,3.97,3630,0.754834685,B,Other,Unknown,1947,3,-122.332615,37.5703318
2341-2369 88th Ave,Oakland,94605,1/13/2016,1605000,Multi-Family,8.44,9500,0.655127233,C,Other,Unknown,1948,18,-122.1647722,37.7562183
1816-1826 W San Carlos St,San Jose,95128,3/30/2016,1600000,Retail,6.59,7642,0.897475044,Unknown,Other,Masonry,1949,4,-121.92562,37.323202
5598 Mission St,San Francisco,94112,1/6/2016,1595000,Multi-Family,3.25,4110,1.461073587,C,Other,Unknown,1958,6,-122.4460715,37.7118206
3417 Fairview Dr,Antioch,94509,12/31/2015,1585100,Multi-Family,4.86,8800,0.546007321,C,Other,Unknown,1980,11,-121.8447731,38.0001739
3758 Underwood Dr,San Jose,95117,1/15/2016,1520000,Multi-Family,2.89,6494,0.993878176,C,Other,Masonry,1963,4,-121.9674749,37.3096596
3789 Starview Dr,San Jose,95124,2/9/2016,1500000,Multi-Family,4.51,3500,0.502224135,C,Other,Unknown,1963,4,-121.945772,37.259666
22270 Montgomery St,Hayward,94541,3/25/2016,1500000,Multi-Family,4.83,5670,0.4725,C,Other,Masonry,1960,8,-122.089154,37.674435
730 E 17th St,Oakland,94606,12/31/2015,1492000,Multi-Family,4.76,7028,0.698469489,C,Other,Masonry,1963,12,-122.2486716,37.7960271
3479-3483 Mission St,San Francisco,94110,4/19/2016,1480000,Retail,4,4200,1.548101732,Unknown,Other,WoodFrame,1900,3,-122.422513,37.7411542
50 Frey Pl,Vallejo,94590,2/1/2016,1465000,Multi-Family,6.15,9876,0.659103043,C,Other,Masonry,1965,12,-122.261934,38.116558
1704 Pleasant Valley Ave,Oakland,94611,12/24/2015,1450000,Multi-Family,5,3388,0.684168013,C,Other,Unknown,1959,4,-122.2447406,37.828735
624-628 Woodside Rd,Redwood City,94061,1/15/2016,1450000,Retail,3.13,3176,0.729109275,Unknown,Other,WoodFrame,1951,2,-122.223893,37.468949
320 W 20th St,Antioch,94509,4/19/2016,1375000,Multi-Family,5.12,8382,0.520071974,C,Poor,Unknown,1962,12,-121.811106,38.003875
1913-1927 Broadway St,Vallejo,94589,4/8/2016,1350000,Multi-Family,5.99,5376,0.239646949,C,Other,Masonry,1948,8,-122.253711,38.137278
583 N Abel St,Milpitas,95035,4/8/2016,1311888,Multi-Family,3.83,2992,0.327890411,C,Other,Unknown,1962,4,-121.9109216,37.4357786
