"Property: ID","Property: Property Name","City","Zip Code","Prop Sale GRM","Square Footage","Last Price"
"a0F1a000000pGBD","1352 Creekside Dr","Walnut Creek","94596","10.28","22873","2930000.00"
"a0F1a000000pGDn","1880 Robin Ln","Concord","94520","12.34","7192","1125000.00"
"a0F1a000000pGKD","2511 Fulton St","Berkeley","94704","8.48","7714","1400000.00"
"a0F1a000000pGKI","2361 San Pablo Ave","Berkeley","94702","8.88","4422","850000.00"
"a0F1a000000pFGu","27284 Manon Ave","Hayward","94544","8.12","23606","1500000.00"
"a0F1a000000pFGy","442 Sunset Blvd","Hayward","94541","10.52","5355","625000.00"
"a0F1a000000pG5h","2050 Ascot Dr","Moraga","94556","9.55","5600","825000.00"
"a0F1a000000pGKO","2525 Stuart St","Berkeley","94705","9.75","24570","2885000.00"
"a0F1a000000pHag","2311 5th St","Livermore","94550","11.40","3926","520000.00"
"a0F1a000000pHcd","Hacienda Commons Apartments","Pleasanton","94588","12.24","168898","41600000.00"
"a0F1a000000pFFS","179 Haas Ave","San Leandro","94577","9.57","16157","3495000.00"
"a0F1a000000pFFU","Don Castro Apartments","Castro Valley","94546","7.75","17428","1575000.00"
"a0F1a000000pFFV","1302 B St","Hayward","94541","12.50","3000","300000.00"
"a0F1a000000pFH0","888 W Sunset Bl","Hayward","94541","6.20","5250","320000.00"
"a0F1a000000pFH2","1931 Dwight Way","Berkeley","94704","9.60","8280","1700000.00"
"a0F1a000000pFH3","25768 Gading Rd","Hayward","94544","7.49","6085","500000.00"
"a0F1a000000pFH4","(austin Commons)","Hayward","94544","7.67","150856","12850000.00"
"a0F1a000000pGHM","1770 San Miguel Dr","Walnut Creek","94596","12.00","10540","1475000.00"
"a0F1a000000pHJC","Vista Palms Apartments","Walnut Creek","94595","11.32","33750","6250000.00"
"a0F1a000000pHJD","935 Santa Clara Ave","Alameda","94501","13.87","3887","975000.00"
"a0F1a000000pHam","Crossroads Apartments","Concord","94521","8.80","189608","22550000.00"
"a0F1a000000pHan","2009 Mcgee Ave","Berkeley","94703","10.90","6610","1570000.00"
"a0F1a000000pFFY","21913 Rockford Rd","Hayward","94541","5.56","4150","215000.00"
"a0F1a000000pFFZ","19826 San Miguel Ave","Castro Valley","94546","8.19","7200","505000.00"
"a0F1a000000pFFa","20718 Rutledge Rd","Castro Valley","94546","8.79","13344","1550000.00"
"a0F1a000000pFFc","20443 Meekland Ave","Hayward","94541","8.44","6012","425000.00"
"a0F1a000000pEA3","1819 7th Ave","Oakland","94606","7.99","7652","1280000.00"
"a0F1a000000pG5C","1130 Virginia Ln","Concord","94520","10.42","9300","1650000.00"
"a0F1a000000pGHY","1737 5th St","Concord","94519","13.54","2662","712500.00"
"a0F1a000000pGJ1","209 W 5th St","Antioch","94509","13.81","2337","580000.00"
"a0F1a000000pHau","417-423 E 18th St","Oakland","94606","7.73","49865","5750000.00"
"a0F1a000000pHaw","Shoreline Apartments","Alameda","94501","10.60","31088","7400000.00"
"a0F1a000000pHax","The Three Crowns Apartments","Alameda","94501","10.40","34940","6235000.00"
"a0F1a000000pG5J","5210 San Pablo Dam Rd","El Sobrante","94803","12.32","7710","1200000.00"
"a0F1a000000pG66","Pine Cone Apartments","Concord","94520","9.05","22000","4250000.00"
"a0F1a000000pHay","Marine View Apartment Homes","Alameda","94501","10.20","50380","9650000.00"
"a0F1a000000pHb0","155 Athol Ave","Oakland","94606","12.57","6614","75000.00"
"a0F1a000000pHb3","1100 Lincoln Ave Lincoln Terrace Apartment Homes","Walnut Creek","94596","11.53","23552","6936000.00"
"a0F1a000000pFFd","Vista Creek Apartments","Castro Valley","94546","7.74","40753","3050000.00"
"a0F1a000000pFFe","152-158 Smalley Ave","Hayward","94541","7.70","3422","989000.00"
"a0F1a000000pFFf","20116 Anita Ave","Castro Valley","94546","13.06","9200","1510000.00"
"a0F1a000000pFFj","19667 Center St","Castro Valley","94546","11.32","5761","849000.00"
"a0F1a000000pFH8","Deerfield Condominiums","Hayward","94542","7.90","35940","2400000.00"
"a0F1a000000pFH6","Foothills Apartments","Hayward","94544","7.93","168446","62000000.00"
"a0F1a000000pGBW","225 Coggins Dr","Pleasant Hill","94523","12.14","196536","59460000.00"
"a0F1a000000pG5T","1121 Eureka Ln","Concord","94520","9.74","8948","1249000.00"
"a0F1a000000pHZZ","5318 Saint Mark Ave","Newark","94560","10.74","11600","1975000.00"
"a0F1a000000pHZd","28-30 W Harder Rd","Hayward","94544","11.74","6574","1010000.00"
"a0F1a000000pHb8","88 Madison Ave","Pittsburg","94565","10.13","6126","700000.00"
"a0F1a000000pFFl","20478 Anita Ave","Castro Valley","94546","10.48","8908","1395000.00"
"a0F1a000000pFFn","Pinecone Apartments","Castro Valley","94546","8.23","33530","3675000.00"
"a0F1a000000pFFp","Garden Park Apts","Castro Valley","94546","8.95","15048","1450000.00"
"a0F1a000000pFFq","Windemere Apartments","Hayward","94541","5.55","28760","1620000.00"
"a0F1a000000pFHE","Mono Village","San Leandro","94578","7.06","17808","1414660.00"
"a0F1a000000pFHG","345 Davis St","San Leandro","94577","4.31","47527","7000000.00"
"a0F1a000000pFHJ","16029-16041 Carolyn St","San Leandro","94578","4.14","5125","220000.00"
"a0F1a000000pFHD","1725-1799 Orchard Ave","San Leandro","94577","6.25","26400","1775000.00"
"a0F1a000000pEAT","2901 Nicol Ave","Oakland","94602","6.00","4610","453500.00"
"a0F1a000000pG6I","1127 Virginia Ln","Concord","94520","9.63","6305","1330000.00"
"a0F1a000000pGJM","Modera","Concord","94520","8.20","56799","7350000.00"
"a0F1a000000pHbD","929-939 Martin Luther King Jr Way","Oakland","94607","15.46","9250","1025000.00"
"a0F1a000000pFFt","22236 Western Blvd","Hayward","94541","6.88","10036","825000.00"
"a0F1a000000pFFu","Sun River Apts","Hayward","94541","6.59","10186","367500.00"
"a0F1a000000pFFv","21991 Idena Ave","Castro Valley","94546","9.65","6980","500000.00"
"a0F1a000000pFFw","20066 Lake Chabot Rd","Castro Valley","94546","12.43","6216","165000.00"
"a0F1a000000pFFx","184 Sunset Bl","Hayward","94541","9.68","5400","340000.00"
"a0F1a000000pFHK","Foothill Terrace","San Leandro","94578","8.53","21250","1925000.00"
"a0F1a000000pFHM","2229 W 136th Ave","San Leandro","94577","9.17","5082","1200000.00"
"a0F1a000000pFHN","(miramar Apartments)","San Leandro","94578","7.16","26600","2075000.00"
"a0F1a000000pFHO","145 Belleview Dr","San Leandro","94577","7.61","4569","328000.00"
"a0F1a000000pGBn","1579-1595 163rd Ave","San Leandro","94578","10.96","11514","1000000.00"
"a0F1a000000pGCi","325 Vaqueros Ave","Rodeo","94572","11.33","5194","999000.00"
"a0F1a000000pG6T","41 Solano Ave","Bay Point","94565","8.00","3776","595000.00"
"a0F1a000000pGI0","Oxford Gardens","Fremont","94538","11.57","54372","7360000.00"
"a0F1a000000pGJa","St Moritz Garden Apartments","San Leandro","94578","7.70","149208","13100000.00"
"a0F1a000000pGcs","2204 Channing Way","Berkeley","94704","8.43","5526","510000.00"
"a0F1a000000pGct","1111 Marin Ave","Albany","94706","10.20","6720","710000.00"
"a0F1a000000pHVf","2130 Ashby Ave","Berkeley","94705","4.71","5570","399000.00"
"a0F1a000000pHVk","749 Wilbur Ave","Antioch","94509","9.65","6500","1025000.00"
"a0F1a000000pHVl","1507 Chestnut St","Alameda","94501","15.80","6772","1600000.00"
"a0F1a000000pGcy","1647 Walnut St","Berkeley","94709","10.38","3870","300000.00"
"a0F1a000000pGcz","1708 Dwight Way","Berkeley","94703","7.56","3283","270000.00"
"a0F1a000000pGd0","1504 10th St","Berkeley","94710","12.93","3002","900000.00"
"a0F1a000000pGd1","3111 Telegraph Ave","Berkeley","94705","13.38","2000","8500000.00"
"a0F1a000000pGd3","2134 Grant St","Berkeley","94703","12.32","3185","275000.00"
"a0F1a000000pHU3","Alhambra Manor Apartment Homes","Martinez","94553","9.60","20812","3500000.00"
"a0F1a000000pHU4","1930 Channing Way","Berkeley","94704","8.59","17208","3290000.00"
"a0F1a000000pHU9","2110 Stanton Ave","San Pablo","94806","12.69","4568","815000.00"
"a0F1a000000pHVm","7th Street Apartments","Hayward","94541","10.56","8640","2010000.00"
"a0F1a000000pHVo","22 E 6th St","Antioch","94509","10.87","5614","859000.00"
"a0F1a000000pHVp","Harbor Pointe Apartments","Pinole","94564","9.87","61940","13800000.00"
"a0F1a000000pHVq","21059-21063 Royal Ave","Hayward","94541","8.90","13728","1775000.00"
"a0F1a000000pGaU","2682 Sacramento St","Berkeley","94702","11.60","3840","870000.00"
"a0F1a000000pGd6","1819 Blake St","Berkeley","94703","8.42","2480","962000.00"
"a0F1a000000pGd7","1320 Josephine St","Berkeley","94703","9.00","2600","1225000.00"
"a0F1a000000pGd8","416 Talbot Ave","Albany","94706","9.83","5522","570000.00"
"a0F1a000000pGd9","1534 Prince St","Berkeley","94703","7.61","5768","192000.00"
"a0F1a000000pGdB","2919 Fulton St","Berkeley","94705","9.60","4102","340000.00"
"a0F1a000000pHVt","2112 9th St","Berkeley","94710","11.42","2736","1020000.00"
"a0F1a000000pHVv","1719 Carleton St","Berkeley","94703","12.01","2336","700000.00"
"a0F1a000000pHVx","476 42nd St","Oakland","94609","13.69","8780","925000.00"
"a0F1a000000pHVy","Hacienda Gardens","Fremont","94536","9.46","120110","18500000.00"
"a0F1a000000pHVz","Da Costa Castle Apartments","Fremont","94536","9.63","26016","4900000.00"
"a0F1a000000pIdp","992-996 44th St","Emeryville","94608","5.84","9468","575000.00"
"a0F1a000000pGdC","1026 Kains Ave","Albany","94706","11.25","4980","660000.00"
"a0F1a000000pGdD","1340 Blake St","Berkeley","94702","8.67","12648","227000.00"
"a0F1a000000pGdE","2425 California St","Berkeley","94703","5.19","6200","280000.00"
"a0F1a000000pGdI","852 32nd St","Oakland","94608 -43","6.12","6591","365000.00"
"a0F1a000000pHUH","3208-3214 San Leandro St","Oakland","94601","9.22","4520","675000.00"
"a0F1a000000pHW5","3038 Yolo Ave","El Cerrito","94530","11.81","6821","1213000.00"
"a0F1a000000pGaj","2911 Deakin St.","Berkeley","94705","14.69","4300","1055000.00"
"a0F1a000000pGbe","1607 Prince St","Berkeley","94703","9.49","3612","823000.00"
"a0F1a000000pGdM","1317 Ashby Ave","Berkeley","94702","6.67","5008","220000.00"
"a0F1a000000pGdN","2131 Parker St","Berkeley","94704","11.42","4004","250000.00"
"a0F1a000000pGdO","2214 Eunice St","Berkeley","94709","9.44","4333","850000.00"
"a0F1a000000pHUN","Waterford Place","Dublin","94568","10.84","486856","110000000.00"
"a0F1a000000pHW7","Tahoe Terrance Apartments","Oakland","94601","7.46","26005","5825000.00"
"a0F1a000000pHW9","D'avila Woods Apartments","El Sobrante","94803","11.40","40774","6750000.00"
"a0F1a000000pHWA","2612 Roosevelt Ave","Richmond","94804","12.17","3844","485000.00"
"a0F1a000000pIe7","1301 Hearst Ave Major","Berkeley","94702","7.81","7384","1290000.00"
"a0F1a000000pLDv","5530 Mission St","San Francisco","94105","9.55","15240","661000.00"
"a0F1a000000pE6k","972 62nd St","Oakland","94608","6.49","3946","506000.00"
"a0F1a000000pE7K","3020 San Mateo St","El Cerrito","94530","15.77","4735","1180000.00"
"a0F1a000000pGbh","801 Stannage Ave","Albany","94706 -16","8.07","3456","425000.00"
"a0F1a000000pGbi","905 Evelyn Ave","Albany","94706 -20","9.32","5660","720000.00"
"a0F1a000000pGbk","1324 Addison St","Berkeley","94702","5.59","5406","272000.00"
"a0F1a000000pGbm","5941 Vallejo St","Emeryville","94608","11.11","2852","120000.00"
"a0F1a000000pGdR","2214 Durant Ave","Berkeley","94704","7.75","5925","1130000.00"
"a0F1a000000pGdT","1617 Oxford St","Berkeley","94709 -16","10.74","3284","352000.00"
"a0F1a000000pHUS","6531 Liberty St","El Cerrito","94530","12.69","4634","1100000.00"
"a0F1a000000pHUT","3020 San Mateo St","El Cerrito","94530","15.87","4735","1180000.00"
"a0F1a000000pHUX","Lake Park Apartments","Oakland","94612","7.69","27007","15000000.00"
"a0F1a000000pHWE","Maison La Conte Apartments","Berkeley","94709","10.53","20779","4330000.00"
"a0F1a000000pHWF","2821 Hillegass Ave","Berkeley","94705","11.04","15780","2650000.00"
"a0F1a000000pHWG","22565-22569 Center St","Hayward","94541","9.93","17723","1967000.00"
"a0F1a000000pGbn","1801 Rose St","Berkeley","94703","7.60","4223","1450000.00"
"a0F1a000000pGbp","2314 Dwight Way","Berkeley","94704","6.99","4672","290000.00"
"a0F1a000000pGbq","822 56th St","Oakland","94608","7.23","3092","635000.00"
"a0F1a000000pGbs","2180 Ashby Ave","Berkeley","94705","8.60","6912","330000.00"
"a0F1a000000pGbt","2319 Grant St","Berkeley","94703","5.91","6222","180000.00"
"a0F1a000000pGdX","1517 Francisco St","Berkeley","94703","11.29","7080","945000.00"
"a0F1a000000pGdZ","2021 Channing Way","Berkeley","94704","6.00","4686","260000.00"
"a0F1a000000pGda","2309 Haste St","Berkeley","94704","6.80","4410","285000.00"
"a0F1a000000pGdV","2209 --2215 Dwight Way","Berkeley","94704","6.62","5417","6000.00"
"a0F1a000000pHUY","3768-3770 Brookdale Ave","Oakland","94619","14.64","10576","500000.00"
"a0F1a000000pHUZ","34752-34770 Perry Rd","Union City","94587","12.90","8354","1700000.00"
"a0F1a000000pHUb","38154 Fremont Blvd","Fremont","94536-5070","12.15","4163","1225000.00"
"a0F1a000000pGbw","1918 Channing Way","Berkeley","94704 -19","12.50","5171","600000.00"
"a0F1a000000pGbx","2728 Benvenue Ave","Berkeley","94705","6.88","5308","425000.00"
"a0F1a000000pGby","737 Adams St","Albany","94706 -11","8.11","3802","535000.00"
"a0F1a000000pGdc","1809 Blake St","Berkeley","94703","8.90","5253","1625000.00"
"a0F1a000000pGde","1632 Prince St","Berkeley","94703","6.11","3872","242000.00"
"a0F1a000000pGdg","2912 Otis St","Berkeley","94703","5.74","4535","262000.00"
"a0F1a000000pHUh","The Pines","Hayward","94544","11.02","13110","1800000.00"
"a0F1a000000pGc1","2137 Haste St","Berkeley","94704","10.30","8200","407000.00"
"a0F1a000000pGc2","2444 Hilgard Ave","Berkeley","94709","9.06","6599","675000.00"
"a0F1a000000pHT7","5510-5552 College Ave","Oakland","94618","12.71","13000","4325000.00"
"a0F1a000000pHT8","3570 Pacheco Blvd","Martinez","94553","10.41","7948","1580000.00"
"a0F1a000000pHT9","1625 Central Ave","Alameda","94501","14.00","8597","1625000.00"
"a0F1a000000pHTB","1000-1004 18th st.","Oakland","94607","7.06","8456","450000.00"
"a0F1a000000pHUn","Brentwood Village Condominium Apartments","Brentwood","94513","10.75","43120","8005000.00"
"a0F1a000000pHUp","408 Lupine Way","Hayward","94541","13.62","4139","850000.00"
"a0F1a000000pHUq","33641 9th St","Union City","94587","10.80","14876","2150000.00"
"a0F1a000000pE5s","2325 Roosevelt Ave","Richmond","94804","11.57","4476","1400000.00"
"a0F1a000000pGcD","837      --843 30th St","Oakland","94608","8.57","3849","180000.00"
"a0F1a000000pGcE","2636-2638 Etna St","Berkeley","94704","17.15","2250","240000.00"
"a0F1a000000pHTG","1332 Shattuck Ave","Berkeley","94709","10.00","14298","3380000.00"
"a0F1a000000pHTI","The Village At Park View Apartment Homes","Antioch","94509","9.46","67400","12400000.00"
"a0F1a000000pHTJ","2110 Stanton Ave","San Pablo","94806","10.69","4568","815000.00"
"a0F1a000000pHUu","Fremont Bell Apartments","Fremont","94536","10.34","18432","6880000.00"
"a0F1a000000pHUy","Pleasanton Place","Pleasanton","94566","12.03","46496","7700000.00"
"a0F1a000000pGcJ","1820 Spruce St","Berkeley","94709","6.51","6764","395000.00"
"a0F1a000000pHTK","21354-21368 Oak St","Hayward","94546","12.50","6192","1300000.00"
"a0F1a000000pHTP","1865-1875 Powell St","San Pablo","94806","7.44","7938","750000.00"
"a0F1a000000pHUz","544 37th St","Oakland","94609","9.45","13121","1800000.00"
"a0F1a000000pHV2","3609 Fairview Dr","Antioch","94509","18.12","4287","750000.00"
"a0F1a000000pHV3","1319-1323 Ashby Ave","Berkeley","94702","9.70","5104","602000.00"
"a0F1a000000pE6x","522 25th St","Oakland","94612","7.21","3569","540000.00"
"a0F1a000000pGcL","2641 Webster St","Berkeley","94705","12.91","2400","279000.00"
"a0F1a000000pGcM","2539 M Luther King Jr Way","Berkeley","94704","7.92","4500","308160.00"
"a0F1a000000pGcN","1029 47th St","Emeryville","94608 -33","6.95","7350","520000.00"
"a0F1a000000pGcO","1350 Berkeley Way","Berkeley","94702","9.58","2352","208000.00"
"a0F1a000000pGcP","1635 Scenic Ave","Berkeley","94709","9.60","6948","425000.00"
"a0F1a000000pHTT","37122 Elm St","Newark","94560","10.02","8613","1350000.00"
"a0F1a000000pHTU","1520 Castro St","Oakland","94612","7.75","12908","1895000.00"
"a0F1a000000pHTV","570 Grand Ave","Oakland","94610","9.86","9700","2445000.00"
"a0F1a000000pHV6","1364-1370 E 27th St","Oakland","94606","9.96","12996","885000.00"
"a0F1a000000pHV7","320 W 20th St","Antioch","94509","6.15","8382","1375000.00"
"a0F1a000000pHVA","60 Cornwall St","Pittsburg","94565","8.51","10866","375000.00"
"a0F1a000000pHVB","14 Donegal Ct","Pleasant Hill","94523","11.07","22304","2735000.00"
"a0F1a000000pHV5","3836-3848 Howe St","Oakland","94611","12.03","41201","5500000.00"
"a0F1a000000pE8V","33 Echo Ave","Oakland","94611","16.00","13752","975000.00"
"a0F1a000000pGcS","2100 California St","Berkeley","94703 -14","8.95","3373","795000.00"
"a0F1a000000pGcW","1321 Addison St","Berkeley","94702","7.60","5454","465000.00"
"a0F1a000000pHTa","1347 89th Ave","Oakland","94621","11.76","9828","378500.00"
"a0F1a000000pHVE","465 Bellevue Ave","Oakland","94610","11.30","17604","5225000.00"
"a0F1a000000pHVI","1802-1808 10th St","Berkeley","94710","14.94","2352","1498000.00"
"a0F1a000000pLCw","39 Fair Oaks St","San Francisco","94110","13.85","12948","7600000.00"
"a0F1a000000pE6K","2122 Lakeshore Ave","Oakland","94606","12.00","64736","8300000.00"
"a0F1a000000pGcY","530 Adams St","Albany","94706","9.50","6400","570000.00"
"a0F1a000000pGcZ","2400 Dana St","Berkeley","94704","7.42","3112","385000.00"
"a0F1a000000pGcd","2511 Virginia St","Berkeley","94709","8.93","4692","385000.00"
"a0F1a000000pHTe","Bart Terrace","Hayward","94544","11.30","19560","2900000.00"
"a0F1a000000pHTg","The Montclair","Oakland","94611","14.34","15500","3600000.00"
"a0F1a000000pHTh","14365 Bancroft Ave","San Leandro","94578","10.01","33550","6180000.00"
"a0F1a000000pHTi","2090 Marina Blvd","San Leandro","94577","16.67","4384","850000.00"
"a0F1a000000pHTj","2005 Lincoln St","Berkeley","94709","12.93","3932","1300000.00"
"a0F1a000000pHVO","632 Stannage ave","albany","94706","15.77","3635","1050000.00"
"a0F1a000000pGcf","1423 Walnut St","Berkeley","94709","11.49","8364","710000.00"
"a0F1a000000pGcg","1900 Alcatraz Ave","Berkeley","94703","5.98","5773","390000.00"
"a0F1a000000pGch","2147 Emerson St","Berkeley","94705","7.00","3654","305000.00"
"a0F1a000000pGcj","2418 Prince St","Berkeley","94705","8.00","3732","240000.00"
"a0F1a000000pGck","2830-2838 Webster St","Berkeley","94705 -26","10.52","5175","921500.00"
"a0F1a000000pGce","833 Adams St","Albany","94706","9.31","2992","335000.00"
"a0F1a000000pHTl","928 Black Diamond St","Pittsburg","94565","10.00","6458","1060000.00"
"a0F1a000000pHTm","1615 Martin Luther King Jr Way","Berkeley","94709","12.10","16221","2570000.00"
"a0F1a000000pHTn","1682 Scenic Ave","Berkeley","94709","12.84","8427","2300000.00"
"a0F1a000000pHVR","Crestview Pines Apartments","Antioch","94509","8.62","61660","7325000.00"
"a0F1a000000pHVS","491 Mandana Blvd","Oakland","94610","10.17","4311","1537000.00"
"a0F1a000000pE8p","354 Vernon St","Oakland","94610","9.84","12282","2280000.00"
"a0F1a000000pE8q","482 40th St","Oakland","94609","11.68","15036","1970000.00"
"a0F1a000000pGcl","906 Ordway St","Berkeley","94706 -21","10.41","3811","656000.00"
"a0F1a000000pGcm","2225 Hearst Ave","Berkeley","94709","9.25","5100","500000.00"
"a0F1a000000pGco","2230 Prince St","Berkeley","94705","6.70","5502","700000.00"
"a0F1a000000pGcp","1518 Julia St","Berkeley","94703","5.31","7060","215000.00"
"a0F1a000000pGcr","1610 Milvia St","Berkeley","94709","10.11","6750","1310000.00"
"a0F1a000000pHVZ","6400 Foothill Blvd","Oakland","94605","8.19","7632","860000.00"
"a0F1a000000pHVc","117-121 Tewksbury Ave","Richmond","94801","12.63","9182","1645000.00"
"a0F1a000000pHVd","325 Vaqueros Ave","Rodeo","94572","11.33","5194","999000.00"
"a0F1a000000pE6T","3520 Brook St","Lafayette","94549","13.17","22929","5200000.00"
"a0F1a000000pFxU","160 Hanson Ct","Martinez","94553","9.07","19826","1850000.00"
"a0F1a000000pFxW","Bonifacio East","Concord","94520","10.69","19688","3100000.00"
"a0F1a000000pGfT","2920 Deakin St","Berkeley","94705","7.40","5118","510868.00"
"a0F1a000000pGfS","1432 Arch St","Berkeley","94708","11.38","6821","842000.00"
"a0F1a000000pF0P","22235 S Garden Ave","Hayward","94541","5.60","7802","770000.00"
"a0F1a000000pHPl","16981 Harvard Ave","San Lorenzo","94580","17.69","3631","759000.00"
"a0F1a000000pEF9","3257 Delaware St","Oakland","94602","11.87","12092","715000.00"
"a0F1a000000pFxc","Oak Park Manor","Pleasant Hill","94523","9.72","33512","5500000.00"
"a0F1a000000pAja","359 Fillmore St","San Francisco","94117","11.35","9216","3000000.00"
"a0F1a000000pEOs","3142 Coolidge Ave","Oakland","94602","10.00","5181","710000.00"
"a0F1a000000pFvj","2364 21st St","San Pablo","94806","8.96","4720","720000.00"
"a0F1a000000pGfm","340 Lenox Ave","Oakland","94610","11.02","10575","2090000.00"
"a0F1a000000pL0q","1527 Lincoln Way","San Francisco","94122","19.00","3450","624000.00"
"a0F1a000000pHPq","2244 Lakeshore Ave","Oakland","94606","12.68","12556","3650000.00"
"a0F1a000000pIv7","700-708 29th St","Oakland","94609","9.33","12024","750000.00"
"a0F1a000000pIv8","Cross Creek Apartments","Dublin","94568","15.07","60256","15850000.00"
"a0F1a000000pIv9","725-727 E 15th St","Oakland","94606","10.66","18220","1745000.00"
"a0F1a000000pEzN","21825 Thelma St","Hayward","94541","8.91","4810","687500.00"
"a0F1a000000pAjq","1809 Broadway","San Francisco","94109","19.22","4700","1775000.00"
"a0F1a000000pFw0","2341 Market Ave","San Pablo","94806","12.34","16800","1555000.00"
"a0F1a000000pGdk","2408 Parker St","Berkeley","94704","20.10","4800","804000.00"
"a0F1a000000pGdl","2317 Webster St","Berkeley","94705","11.60","12052","240000.00"
"a0F1a000000pGg1","2426 8th St","Berkeley","94710","13.73","1511","125000.00"
"a0F1a000000pIvI","98 Vernon St","Oakland","94610","10.00","11424","2200000.00"
"a0F1a000000pFwD","2110 Stanton Ave","San Pablo","94806","12.69","4568","815000.00"
"a0F1a000000pGdp","2021 Vine St","Berkeley","94709","11.43","5337","1181000.00"
"a0F1a000000pGdr","1435 Martin Luther King Jr Way","Berkeley","94709","10.76","3933","1418000.00"
"a0F1a000000pGds","2546 Warring St","Berkeley","94704 -31","10.98","9810","945000.00"
"a0F1a000000pGdu","2727 Parker St","Berkeley","94704","18.05","6854","1365000.00"
"a0F1a000000pEME","647 E 17th St","Oakland","94606","8.90","18400","2650000.00"
"a0F1a000000pFur","1716 Broadway Ave","San Pablo","94806","11.90","5940","1000000.00"
"a0F1a000000pFus","88 Estates Dr","Danville","94526","13.29","8280","1850000.00"
"a0F1a000000pFuw","1700 Broadway Ave","San Pablo","94806","11.13","5324","1015000.00"
"a0F1a000000pFwI","5286-5290 Riverside Ave","San Pablo","94806","10.64","12296","1550000.00"
"a0F1a000000pGdv","2236 Durant Ave","Berkeley","94704","9.60","4588","480000.00"
"a0F1a000000pGdx","1019 62nd St","Oakland","94608","9.30","6620","855000.00"
"a0F1a000000pGeT","2920-2922 Stanton St","Berkeley","94702 -25","8.45","5700","365000.00"
"a0F1a000000pEzV","333 Dumont Ave","Hayward","94544","8.49","4144","890000.00"
"a0F1a000000pENB","5629 Carlos Ave","Richmond","94804","12.60","5377","975000.00"
"a0F1a000000pGe1","1305 Solano Ave","Albany","94706","10.61","5664","637000.00"
"a0F1a000000pGe4","2022 Virginia St","Berkeley","94709","6.13","6036","380000.00"
"a0F1a000000pGe7","1619 Grant St","Berkeley","94703","8.04","3540","600000.00"
"a0F1a000000pGeX","870 31st St","Oakland","94608","5.52","13236","950000.00"
"a0F1a000000pEMQ","2276 Macarthur Blvd","Oakland","94602","11.18","5940","1300500.00"
"a0F1a000000pEEB","3405 Dimond Ave","Oakland","94602","11.05","5906","1330000.00"
"a0F1a000000pGeA","2720 Elmwood Ave","Berkeley","94705 -23","10.98","5490","550000.00"
"a0F1a000000pGeB","2918 Adeline St","Berkeley","94703 -25","9.59","3500","655000.00"
"a0F1a000000pGeD","1547 Hopkins St","Berkeley","94707","9.35","5952","460000.00"
"a0F1a000000pGec","2144 California St","Berkeley","94703","8.48","3375","401000.00"
"a0F1a000000pGed","2001 Channing Way","Berkeley","94704","7.38","3709","260000.00"
"a0F1a000000pGef","870 41st St","Oakland","94608 -37","10.94","5206","430000.00"
"a0F1a000000pGeh","1202 Carrison St","Berkeley","94702","5.39","3108","218000.00"
"a0F1a000000pKk3","35 Tacoma St","San Francisco","94118","14.58","4944","1200000.00"
"a0F1a000000pKk4","3151-3155 Scott St","San Francisco","94123","5.60","0","3562500.00"
"a0F1a000000pECM","2341 Valley St","Oakland","94612","10.90","21140","1725000.00"
"a0F1a000000pECN","2600 International Blvd","Oakland","94601","8.80","12158","2410000.00"
"a0F1a000000pFwg","1328 Sutter Ave","San Pablo","94806","11.65","3711","515000.00"
"a0F1a000000pGeF","2313 9th St","Berkeley","94710","12.50","6943","640000.00"
"a0F1a000000pGeI","1405 Carleton St","Berkeley","94702","5.00","3192","207000.00"
"a0F1a000000pGeJ","700 Solano Ave","Albany","94706","10.13","5032","542000.00"
"a0F1a000000pGeK","1675 Euclid Ave","Berkeley","94709","12.32","6044","375000.00"
"a0F1a000000pGek","2239-2253 Derby St","Berkeley","94705","7.48","4892","325000.00"
"a0F1a000000pGel","2433 Warring St","Berkeley","94704","10.33","3857","1061000.00"
"a0F1a000000pGen","2227 Derby St","Berkeley","94705","8.51","32400","965000.00"
"a0F1a000000pGeo","958-968 42nd St","Oakland","94608","5.65","9552","60000.00"
"a0F1a000000pLe0","8020-8050 Beverly Dr","Rohnert Park","94928","10.60","24950","3755000.00"
"a0F1a000000pLe1","205-207 Alaska Ave","Fairfield","94533","7.37","5808","600000.00"
"a0F1a000000pLe3","1711 Lincoln Ave","Napa","94558","9.80","4224","965000.00"
"a0F1a000000pLe4","405-449 Riverside Dr","Napa","94559","8.35","14035","2300000.00"
"a0F1a000000pLe6","8155-8161 Olaf St","Cotati","94931","10.99","18400","2700000.00"
"a0F1a000000pLe7","7441-7487 Bridgit Dr","Rohnert Park","94928","9.46","28080","3250000.00"
"a0F1a000000pLe8","181-187 Avram Ave","Rohnert Park","94928","10.31","54432","5000000.00"
"a0F1a000000pGeL","853 Cedar St","Berkeley","94710","8.86","2455","252500.00"
"a0F1a000000pGeM","1812 Francisco St","Berkeley","94703","7.06","5274","949000.00"
"a0F1a000000pGeN","1642 Harmon St","Berkeley","94703","5.69","11152","230000.00"
"a0F1a000000pGeO","2730 Dwight Way","Berkeley","94704","10.70","5699","420000.00"
"a0F1a000000pGep","1329 Rose St","Berkeley","94702 -11","8.41","2468","910000.00"
"a0F1a000000pGeq","1132 Francisco St","Berkeley","94702","6.24","5924","315000.00"
