"Property: ID","Property: Property Name","City","Zip Code","Prop Sale GRM","Square Footage","Last Price"
"a0F1a000000pHRY","2114-2122 Bissell Ave","Richmond","94801","7.43","3000","315000.00"
"a0F1a000000pHRc","153 Maricopa Ct","Pleasant Hill","94523","11.68","4606","900000.00"
"a0F1a000000pHRd","Roosevelt Avenue Apts","Berkeley","94703","11.14","7694","1450000.00"
"a0F1a000000p9Ph","190 27th Ave","San Francisco","94121","18.00","7425","2560000.00"
"a0F1a000000pGO2","2431 Ellsworth St","Berkeley","94704","6.82","31866","1800000.00"
"a0F1a000000pGRm","2626 Ashby Ave","Berkeley","94705","12.72","12684","1800000.00"
"a0F1a000000pGRo","2404 Fulton St","Berkeley","94704","9.70","18090","4450000.00"
"a0F1a000000pGRp","1944 Curtis St","Berkeley","94702","9.68","7427","1300000.00"
"a0F1a000000pGWJ","2327 Carleton St","Berkeley","94704","9.96","3358","680000.00"
"a0F1a000000pAWS","1133-1143 Taylor St","San Francisco","94108","13.00","14040","4225000.00"
"a0F1a000000p9ev","700 12th Ave","San Francisco","94118","8.00","7650","2985000.00"
"a0F1a000000pEqN","1133 Harrison St","San Leandro","94577","9.93","8348","1090000.00"
"a0F1a000000pEqO","1729-1741 162nd Ave","San Leandro","94578","11.98","6566","1150000.00"
"a0F1a000000pFOT","1522 Verdi St","Alameda","94501 -34","11.08","5009","1688000.00"
"a0F1a000000pFQV","2301 San Antonio Ave","Alameda","94501","15.60","5516","1330000.00"
"a0F1a000000pHRf","2730-2742 Myrtle St","Oakland","94607","8.68","5426","750000.00"
"a0F1a000000pHRg","331-361 Gresel St","Hayward","94544","12.14","12735","2325000.00"
"a0F1a000000pHRi","841 Solano Ave","Albany","94706","14.29","5524","1745000.00"
"a0F1a000000pEwL","798 Memorial Way","Hayward","94541","11.46","5018","750000.00"
"a0F1a000000pE2n","377 Lenox Ave","Oakland","94610","10.30","14802","2825000.00"
"a0F1a000000pE4p","525 Alcatraz Ave","Oakland","94609","11.28","5075","1060500.00"
"a0F1a000000pG8K","105 Rule Ct","Walnut Creek","94595","12.09","11365","2075000.00"
"a0F1a000000pGQ1","2606 Benvenue Ave","Berkeley","94704","6.31","16366","1300000.00"
"a0F1a000000pGRs","2431 College Ave","Berkeley","94704","6.90","6261","290000.00"
"a0F1a000000pGU5","2323 10th St","Berkeley","94710","8.96","5544","938000.00"
"a0F1a000000pGUW","2321 Blake St","Berkeley","94704","11.57","3444","226000.00"
"a0F1a000000p9f5","1152 Taylor St","San Francisco","94108","9.00","7067","1775000.00"
"a0F1a000000pHRm","472 Jean St","Oakland","94610","11.24","24498","1575000.00"
"a0F1a000000pHRq","1863-1867 Robin Ln","Concord","94520","7.78","6878","862000.00"
"a0F1a000000pEwN","1247-1251 C St","Hayward","94541","10.72","9067","1915000.00"
"a0F1a000000pEwR","27389 Tyrrell Ave","Hayward","94544","6.33","10397","612000.00"
"a0F1a000000pE2z","1410 Magnolia St","Oakland","94607","11.09","4772","530000.00"
"a0F1a000000pGRw","2524 Benvenue Ave","Berkeley","94704","6.61","16576","1025000.00"
"a0F1a000000pGS1","1765 Oxford St","Berkeley","94709","6.65","11356","682500.00"
"a0F1a000000pGUH","1726 10th St","Berkeley","94710","9.00","4488","910000.00"
"a0F1a000000pGUe","1813 63rd St","Berkeley","94703","8.00","3952","678000.00"
"a0F1a000000pEqd","Las Palmas Apartments","San Leandro","94579","7.20","62644","14581000.00"
"a0F1a000000pEqg","Zelma Apartments","San Leandro","94579","6.82","25857","2765000.00"
"a0F1a000000pEqh","545 Joaquin Ave","San Leandro","94577","7.77","5120","430000.00"
"a0F1a000000pFQk","2160 Lincoln Ave","Alameda","94501 -28","9.59","5872","950000.00"
"a0F1a000000pHQH","Glenbrook Apartments","Martinez","94553","8.46","18273","2548000.00"
"a0F1a000000pHRt","1739 Addison St","Berkeley","94703","12.22","11679","4780000.00"
"a0F1a000000pHRx","4116-4196 Loveridge Rd","Pittsburg","94565","9.16","29400","1810000.00"
"a0F1a000000pG9R","1900 7th St","Berkeley","94710","12.08","6669","1500000.00"
"a0F1a000000pGOK","2427 Hilgard Ave","Berkeley","94709","7.54","10177","830000.00"
"a0F1a000000pGOM","2533 Hillegass Ave","Berkeley","94704","10.89","11421","3180000.00"
"a0F1a000000pGOP","2637 Regent St","Berkeley","94704","8.17","16074","1700000.00"
"a0F1a000000pGR6","2732 Haste St","Berkeley","94704","7.80","20203","2125000.00"
"a0F1a000000pGRC","2218 Haste St","Berkeley","94704","7.11","6133","530000.00"
"a0F1a000000pGS9","1412 9th St","Berkeley","94710","8.50","5346","875000.00"
"a0F1a000000pGTz","1618 Milvia St","Berkeley","94709","10.70","4456","1150000.00"
"a0F1a000000pEqj","Parkside Commons","San Leandro","94578","6.50","241382","879545.00"
"a0F1a000000pEqk","98 Dutton Ave","San Leandro","94577","8.33","6425","1510000.00"
"a0F1a000000pFOp","2120 San Antonio Ave","Alameda","94501 -43","12.20","5785","670000.00"
"a0F1a000000pFOq","Bay Royal","Alameda","94501","9.66","34992","4900000.00"
"a0F1a000000pFOu","2215 San Jose Ave","Alameda","94501 -49","9.50","6256","1360000.00"
"a0F1a000000pFQp","2508 Central Ave","Alameda","94501 -46","9.06","4110","850000.00"
"a0F1a000000pHQK","1635 Francisco St","Berkeley","94703","13.00","6448","1145000.00"
"a0F1a000000pHS4","A"""" Street Apartments","Hayward","94541","12.49","3168","839000.00"
"a0F1a000000pEwg","Cypress House Apartments","Hayward","94544","5.40","34319","2625000.00"
"a0F1a000000pEwh","170 Poplar Ave","Hayward","94541","7.86","9284","675000.00"
"a0F1a000000pG9a","3663 Mt Diablo Blvd","Lafayette","94549","13.67","12192","2647500.00"
"a0F1a000000pGQL","1815 Spruce St","Berkeley","94709","16.48","10468","3908000.00"
"a0F1a000000pGQN","2232 Haste St","Berkeley","94704","6.65","7051","550000.00"
"a0F1a000000pGQP","1831 Delaware St","Berkeley","94703","13.33","12021","2000000.00"
"a0F1a000000pGRE","Parker House","Berkeley","94704","8.26","17421","1500000.00"
"a0F1a000000pGSA","1919 Dwight Way","Berkeley","94704","11.47","11118","840000.00"
"a0F1a000000pGUu","1950 Rose St","Berkeley","94709","10.90","6972","1704000.00"
"a0F1a000000pGWh","1420 9th St","Berkeley","94710","10.93","4050","730000.00"
"a0F1a000000pHQO","1700 Broadway Ave","San Pablo","94806","11.13","5324","1015000.00"
"a0F1a000000pHS7","226 Albion Ave","San Lorenzo","94580","15.00","5360","1050000.00"
"a0F1a000000pHS8","1619 Josephine St","Berkeley","94703","12.50","5916","1350000.00"
"a0F1a000000pExs","Lanai Garden Apartments","Hayward","94541","5.51","32956","2150000.00"
"a0F1a000000pG8u","423 E 13th St","Antioch","94509","10.33","13120","1800000.00"
"a0F1a000000pGOZ","1710 Ward St","Berkeley","94703","4.55","11476","366000.00"
"a0F1a000000pGOe","1542-1548 Tyler St","Berkeley","94703","5.92","12962","800000.00"
"a0F1a000000pGQS","1650 Oxford St","Berkeley","94709","6.06","12346","1025000.00"
"a0F1a000000pGQT","Mayfair Apartments","Berkeley","94704","5.29","2968","92000.00"
"a0F1a000000pGQW","3030 Regent St","Berkeley","94705","8.40","13160","1110000.00"
"a0F1a000000pAX6","1589 Sacramento St","San Francisco","94109","12.00","8925","1537500.00"
"a0F1a000000pEqz","1293 141st Ave","San Leandro","94578","8.33","3326","385000.00"
"a0F1a000000pFP4","2260 Encinal Ave","Alameda","94501 -44","9.51","6959","875000.00"
"a0F1a000000pFP7","753 Lincoln Ave","Alameda","94501","11.78","7726","1680000.00"
"a0F1a000000pFR8","2054 Lincoln Ave","Alameda","94501 -27","13.38","3780","578000.00"
"a0F1a000000pHQT","1091 Mi Casa Ct","Concord","94518","10.45","12412","1818000.00"
"a0F1a000000pHQU","The Amador","Pleasanton","94566","11.31","10906","1300000.00"
"a0F1a000000pHQV","3966 Clayton Rd","Concord","94521","13.19","7408","1155000.00"
"a0F1a000000pHQW","5317 Cypress Ave","El Cerrito","94530","15.19","4360","875000.00"
"a0F1a000000pHSG","6054 Cedar Blvd","Newark","94560","9.40","33000","5250000.00"
"a0F1a000000pHSJ","1502 Alice St","Oakland","94612","7.05","13200","1795000.00"
"a0F1a000000pHeV","1850 Thau Way","Alameda","94501","11.00","15500","3650000.00"
"a0F1a000000pHcl","1933 Delaware St","Berkeley","94709","12.09","5756","1105500.00"
"a0F1a000000pHco","Miramonte Apartments","San Leandro","94578","12.25","9650","1860000.00"
"a0F1a000000pHef","The Stone Ridge","Concord","94519","11.84","25260","3525000.00"
"a0F1a000000pHeh","1495 Bassett Dr","Concord","94521","13.62","8050","1625000.00"
"a0F1a000000pHei","21631-21727 Garden Ave","Hayward","94541","11.53","57440","5155000.00"
"a0F1a000000pAep","2190 Beach St","San Francisco","94123","13.00","14535","5400000.00"
"a0F1a000000pHcr","950 Juana Ave","San Leandro","94577","10.76","13273","2350000.00"
"a0F1a000000pHcv","2540 Grove Way","Castro Valley","94546","10.86","21068","1095000.00"
"a0F1a000000pHel","314 Perkins St","Oakland","94610","9.82","32778","10500000.00"
"a0F1a000000pHem","2008 Alameda Ave","Alameda","94501","21.16","4432","1333000.00"
"a0F1a000000pHep","645 Bartlett Ave","Hayward","94541","6.06","1396","1200000.00"
"a0F1a000000pKmn","3004 Brookdale Ave","Oakland","94602","10.00","5484","672000.00"
"a0F1a000000pHd6","Tehama Palms Apartment","Hayward","94541","12.07","15644","3200000.00"
"a0F1a000000pHd7","281 Haas Ave","San Leandro","94577","11.95","11250","1475000.00"
"a0F1a000000pHd9","30-50 Broderick Dr","Brentwood","94513","6.89","8400","920000.00"
"a0F1a000000pHdA","2427 Mckinley Ave","Berkeley","94703","13.87","3103","1218000.00"
"a0F1a000000pHey","333 Park View Ter","Oakland","94610","8.68","9180","1425000.00"
"a0F1a000000pKn0","4401 Central Ave","Fremont","94536","10.92","51160","8450000.00"
"a0F1a000000pHdB","2412 Ellsworth St","Berkeley","94704","11.90","11925","2630000.00"
"a0F1a000000pHdG","5406-5410 Telegraph Ave","Oakland","94609","14.43","4032","969500.00"
"a0F1a000000pHf5","Albion Arms Apartments","San Lorenzo","94580","12.84","7072","1200000.00"
"a0F1a000000pHdN","37387 Cherry St","Newark","94560","9.08","9576","1150000.00"
"a0F1a000000pHfE","616 Beacon St","Oakland","94610","10.79","5780","1450000.00"
"a0F1a000000pHfF","1507-1509 Farm Bureau Rd","Concord","94519","12.04","14076","1300000.00"
"a0F1a000000pLZr","Cedar Apts","San Rafael","94901","11.71","12720","1675000.00"
"a0F1a000000pHdS","9825-9829 MacArthur Blvd","Oakland","94605","12.00","7116","615000.00"
"a0F1a000000pHdT","1215 A St","Antioch","94509","11.62","5794","963000.00"
"a0F1a000000pHfN","191 Village Ct","Walnut Creek","94596","19.15","5148","1575000.00"
"a0F1a000000pHfO","716-730 Solano Ave","Albany","94706","19.04","4780","1250000.00"
"a0F1a000000pLZy","1685 Solano Ave","Berkeley","94707","11.86","10860","2165000.00"
"a0F1a000000pHdW","1716 Broadway Ave","San Pablo","94806","11.90","5940","1000000.00"
"a0F1a000000pHdY","336 Rheem Blvd","Moraga","94556","14.46","6682","1765000.00"
"a0F1a000000pHdZ","1672-1696 East Ave","Hayward","94541","15.56","14393","3100000.00"
"a0F1a000000pHfQ","212-220 Sunset Blvd","Hayward","94541","12.00","9748","1415500.00"
"a0F1a000000pHfS","4041-4067 Vineyard Ave","Pleasanton","94566","20.15","9587","2025000.00"
"a0F1a000000pHfT","2936 14th Ave","Oakland","94606","9.00","7394","228500.00"
"a0F1a000000pHdf","The Village At Park View Apartment Homes","Antioch","94509","9.09","67400","12400000.00"
"a0F1a000000pHfW","1484 162nd Ave","San Leandro","94578","8.43","17142","2620000.00"
"a0F1a000000pHfY","500-522 H St","Antioch","94509","11.88","10675","1230000.00"
"a0F1a000000pHfZ","Park Virginia","Concord","94518","8.72","56000","7100000.00"
"a0F1a000000pHfa","Kent Apartments","San Pablo","94806","12.34","16800","1555000.00"
"a0F1a000000pHfb","1315-1337 Brown St","Martinez","94553","12.27","8426","1650000.00"
"a0F1a000000pLaC","866-870 Haight St","San Francisco","94117","14.72","5175","1450000.00"
"a0F1a000000pLaD","3492-3496 22nd St.","San Francisco","94110","12.60","3438","1250000.00"
"a0F1a000000pM5o","154 Toler Ave","San Leandro","94577","12.00","5996","1310000.00"
"a0F1a000000pHdl","5234 Columbia Ave","Richmond","94804","12.16","4212","488000.00"
"a0F1a000000pHdp","828-834 59th St","Oakland","94608","10.98","8252","909000.00"
"a0F1a000000pHdr","15923-15939 Marcella St","San Leandro","94578","12.25","3599","540000.00"
"a0F1a000000pHfg","Oak Park Manor","Pleasant Hill","94523","10.58","33512","5500000.00"
"a0F1a000000pHfh","2518-2528 Grove Way","Castro Valley","94546","14.37","4350","1290000.00"
"a0F1a000000pHds","2836-2876 Milvia St","Berkeley","94703","9.75","3508","1100000.00"
"a0F1a000000pHdv","1015 Fitzuren Rd","Antioch","94509","9.58","30252","3460000.00"
"a0F1a000000pHdy","122-124 11th Ave","Richmond","94801","17.30","4595","1250000.00"
"a0F1a000000pHfr","2227 Bonar St","Berkeley","94702","11.78","9028","1749000.00"
"a0F1a000000pHfs","2009 Ascot Dr","Moraga","94556","17.36","8628","2250000.00"
"a0F1a000000pHe0","265 Lee St","Oakland","94610","10.47","19236","2660000.00"
"a0F1a000000pHe7","21718-21734 Vallejo St","Hayward","94541","13.31","5344","1150000.00"
"a0F1a000000pHe9","3465 Richmond Blvd","Oakland","94611","10.96","10552","3350000.00"
"a0F1a000000pAdh","725 Ofarrell St","San Francisco","94109","7.43","18800","2750000.00"
"a0F1a000000pAdk","2465 Chestnut St","San Francisco","94123","10.90","11646","4150000.00"
"a0F1a000000pHeL","Continental Mobile Home Park","Hayward","94544","11.38","8395","11200000.00"
"a0F1a000000pHeO","20370 Wisteria St","Castro Valley","94546","14.42","7465","1800000.00"
"a0F1a000000pHeP","Maralisa Meadows","Livermore","94551","10.36","37820","7450000.00"
"a0F1a000000pHeT","326-330 N L St","Livermore","94551","16.79","4942","1250000.00"
"a0F1a000000p7LC","3683 Willow Pass Rd","Concord","94519","7.88","20058","1300000.00"
"a0F1a000000p9yj","477 25th Ave","San Francisco","94121","17.61","4650","1460000.00"
"a0F1a000000pEjZ","Mono Gables","San Leandro","94580","7.24","13714","860000.00"
"a0F1a000000pEjb","26910 Manon Ave","Hayward","94544","7.86","5760","950000.00"
"a0F1a000000pEjg","1910 B St","Hayward","94541","12.50","15716","856000.00"
"a0F1a000000pEjn","25542 Soto Rd","Hayward","94544","7.20","10313","640000.00"
"a0F1a000000pEkX","21875 Hathaway Ave","Hayward","94541","7.25","5326","452500.00"
"a0F1a000000pEka","325 Laurel Ave","Hayward","94541","5.66","5624","330000.00"
"a0F1a000000pEjo","515 Harris Rd","Hayward","94544","9.14","4725","403000.00"
"a0F1a000000pEkg","1313 Grove Way","Hayward","94541","7.51","5460","650000.00"
"a0F1a000000pEk0","4140 Fran Way","Richmond","94803","9.95","11446","1525000.00"
"a0F1a000000pEk9","The Pines","Hayward","94544","10.87","13110","1800000.00"
"a0F1a000000pElf","400 20th St","Richmond","94801","9.34","18597","1650000.00"
"a0F1a000000pElh","2000 Linden St","Oakland","94607","8.86","10400","1565000.00"
"a0F1a000000p9wc","2845 Pierce St","San Francisco","94123","12.00","11790","4100000.00"
"a0F1a000000p9Rc","1312 Jackson St","San Francisco","94109","16.00","9426","2720000.00"
"a0F1a000000pEkD","370 Bartlett Ave","Hayward","94541","10.50","11848","2500000.00"
"a0F1a000000pEik","380 Euclid Ave","Oakland","94610","9.03","16191","2230000.00"
"a0F1a000000pEip","26258 Gamboa St","Hayward","94544","9.02","4612","385000.00"
"a0F1a000000p9oA","333-335 Hyde St","San Francisco","94109","7.00","6228","2300000.00"
"a0F1a000000pB0v","20153 Santa Maria Ave","Castro Valley","94546","11.74","27888","3800000.00"
"a0F1a000000pB0w","20211 Santa Maria Ave","Castro Valley","94546","9.93","18682","2700000.00"
"a0F1a000000p9Q1","2345 Cabrillo St","San Francisco","94121","14.00","6225","1500000.00"
"a0F1a000000p9xx","3110 Clay St","San Francisco","94115","13.38","5898","2900000.00"
"a0F1a000000pEjG","Bayfair Apartments","San Lorenzo","94580","6.14","97755","6860000.00"
"a0F1a000000p9om","1580 Filbert St","San Francisco","94123","14.10","12690","3925000.00"
"a0F1a000000pAQF","1706 Steiner St","San Francisco","94115","11.00","5860","2350000.00"
"a0F1a000000pE2A","7916 Ney Ave","Oakland","94605","7.40","7004","925000.00"
"a0F1a000000pFMi","1805 Alameda Ave","Alameda","94501 -41","11.11","3696","600000.00"
"a0F1a000000pEo2","16031 Carolyn St","San Leandro","94578","10.00","0","220000.00"
"a0F1a000000pEo3","475 Juana Ave","San Leandro","94577","7.06","10788","2520000.00"
"a0F1a000000pFMo","2045 Santa Clara Ave","Alameda","94501","8.90","9950","540000.00"
"a0F1a000000pEo8","1690 164th Ave","San Leandro","94578","9.87","12986","1410000.00"
"a0F1a000000pFLG","1423 Central Ave","Alameda","94501 -24","11.64","6907","825000.00"
"a0F1a000000pFMw","Outrigger","Alameda","94501","17.74","31374","5800000.00"
"a0F1a000000pEoF","Casa Luja","Alameda","94501","13.64","11038","1700000.00"
"a0F1a000000pEoH","2255 Fairway Dr","San Leandro","94577","8.60","7199","475000.00"
"a0F1a000000pFe1","1732 San Pablo Ave","Berkeley","94702","10.00","6206","1275000.00"
"a0F1a000000pFN7","Playa Del Alameda Apartments","Alameda","94501","7.01","37217","3700000.00"
"a0F1a000000pE2c","733 Madison St","Oakland","94607","11.97","5378","790000.00"
"a0F1a000000pFNs","443 Central Ave","Alameda","94501 -36","11.11","7652","800000.00"
"a0F1a000000pFV7","10900 Macarthur Blvd","Oakland","94605","8.45","8478","2475000.00"
"a0F1a000000pE0j","2709 Ivy Dr","Oakland","94606","9.77","9022","1050000.00"
"a0F1a000000pFLM","1915 Lincoln Ave","Alameda","94501","9.61","8060","1150000.00"
"a0F1a000000pFLR","889 Walnut St","Alameda","94501","7.90","2295","263000.00"
"a0F1a000000pFLS","2044 Alameda Ave","Alameda","94501","13.02","4213","900000.00"
"a0F1a000000pFeX","2801 Telegraph Ave","Berkeley","94705","10.96","6250","1080000.00"
"a0F1a000000pAB5","2411 Webster St","San Francisco","94115","16.60","12510","6530000.00"
"a0F1a000000pFNV","1531 Chestnut St","Alameda","94501 -27","10.41","9150","1725000.00"
"a0F1a000000pFNX","426 Marshall Way","Alameda","94501","7.71","2720","340000.00"
"a0F1a000000pFXV","1490 Solano Ave","Albany","94706","12.00","3663","1110000.00"
"a0F1a000000pFLl","460 Buena Vista Ave","Alameda","94501","5.96","19500","1108271.00"
"a0F1a000000pFNd","2050 Central Ave","Alameda","94501 -42","9.12","5820","515000.00"
"a0F1a000000pEm5","1723 28th Ave","Oakland","94601","7.60","13508","1735000.00"
"a0F1a000000pDzt","600 51st St","Oakland","94609","10.00","7778","1150000.00"
"a0F1a000000pE1B","1250 S 56th St","Richmond","94804","10.91","5340","682000.00"
"a0F1a000000pE1D","3020 35th Ave","Oakland","94619","8.00","14470","2280000.00"
"a0F1a000000pFLo","1319 Pearl St","Alameda","94501 -47","8.84","8212","737000.00"
"a0F1a000000pE1E","800 E 20th St","Oakland","94606","10.30","9416","1639000.00"
"a0F1a000000pHfw","1310-1320 Hellings Ave","Richmond","94801","10.50","8776","1450000.00"
"a0F1a000000pEnJ","1332 E 19th St","Oakland","94606","5.50","7988","425000.00"
"a0F1a000000pHg0","5225 Mcbryde Ave","Richmond","94805","11.84","6572","1250000.00"
"a0F1a000000pHg3","2245-2247 San Antonio Ave","Alameda","94501","11.75","7792","1677500.00"
"a0F1a000000pHg4","2121-2125 Blake St","Berkeley","94704","11.35","8030","1700000.00"
"a0F1a000000pE02","405 W Richmond Ave","Richmond","94801","8.67","3873","792000.00"
"a0F1a000000pEnU","1004 60th St","Oakland","94608","7.10","3788","890000.00"
"a0F1a000000pHg7","2435 Hilgard Ave","Berkeley","94709","13.11","9536","1976000.00"
"a0F1a000000pHg8","22231-22235 Peralta St","Hayward","94541","13.87","10318","1200000.00"
"a0F1a000000pE1Z","2612 Roosevelt Ave","Richmond","94804","5.00","3844","485000.00"
"a0F1a000000pA95","2541 California St","San Francisco","94115","13.27","13686","2725000.00"
"a0F1a000000pE1p","5225 Mcbryde Ave","Richmond","94805","11.84","6572","1250000.00"
"a0F1a000000pE1q","2700 West St","Oakland","94612","6.99","11440","1250000.00"
"a0F1a000000pFMR","1435 Grand St","Alameda","94501","18.05","3347","850000.00"
"a0F1a000000pEmc","415 Perkins St","Oakland","94610","12.70","12798","2100000.00"
"a0F1a000000pFfq","1611 Clay St","Oakland","94612","12.23","8050","1276000.00"
"a0F1a000000pHgH","Courtyard Villa Apartments","El Sobrante","94803","8.58","27993","12885000.00"
"a0F1a000000pHgI","27934 Manon Ave","Hayward","94544","13.12","15652","3360000.00"
"a0F1a000000pHgK","Heritage Grove Apartments","El Sobrante","94803","10.02","55290","8750000.00"
"a0F1a000000pFMT","1617 Bay St","Alameda","94501","9.46","5344","1500000.00"
"a0F1a000000pEne","316 S 5th St","Richmond","94804","6.41","3640","250000.00"
"a0F1a000000pHgN","235 Athol Ave","Oakland","94606","9.76","19494","1395000.00"
"a0F1a000000pHgQ","328-336 Pacific Ave","Alameda","94501","12.05","6963","1330000.00"
"a0F1a000000pE1y","3136 Coolidge Ave","Oakland","94602","10.60","17508","1000000.00"
"a0F1a000000pFMe","2157 San Jose Ave","Alameda","94501","8.84","5124","525000.00"
"a0F1a000000pFMf","529 Palace Ct","Alameda","94501","9.91","11964","80000.00"
"a0F1a000000pEnv","490 Estudillo Ave","San Leandro","94577","14.39","11100","3100000.00"
"a0F1a000000pEnw","16006 E 14th St","San Leandro","94578","11.90","40295","6000000.00"
"a0F1a000000pFbk","2117 Haste St","Berkeley","94704","9.17","30048","6300000.00"
"a0F1a000000pDPi","1336 Monte Vista Ave","Saint Helena","94574","15.58","6950","1430000.00"
"a0F1a000000pFFz","Eden Apartments","Hayward","94541","7.09","12381","3475000.00"
"a0F1a000000pFG2","19856-19896 Lake Chabot Rd","Castro Valley","94546","9.60","4800","505000.00"
"a0F1a000000pFG4","15548-15558 Usher St","San Lorenzo","94580","9.43","12740","1550000.00"
"a0F1a000000pFHR","225 Chumalia St","San Leandro","94577","7.72","9252","1962500.00"
"a0F1a000000pFHT","1531-1547 Pacific Ave","San Leandro","94577","7.28","4272","380000.00"
"a0F1a000000pFHV","360 Estudillo Ave","San Leandro","94577","11.85","6000","1430000.00"
"a0F1a000000pGCo","201 W Prospect Ave","Danville","94526","13.55","8174","3055000.00"
"a0F1a000000pFG8","The Pines Apartments","Castro Valley","94546","7.86","13563","1090000.00"
"a0F1a000000pFG9","21079 Wilbeam Ave","Castro Valley","94546","9.25","9960","1200000.00"
"a0F1a000000pFHY","445 Bancroft Ave","San Leandro","94578","7.72","12380","931000.00"
"a0F1a000000pFHZ","Joaquin Apts","San Leandro","94577","10.51","15626","1868000.00"
"a0F1a000000pG6d","Arbors","Walnut Creek","94596","9.58","60679","9592000.00"
"a0F1a000000pG6i","191 Village Ct","Walnut Creek","94596","19.03","5148","1575000.00"
"a0F1a000000pHbd","1818-1923 Berkeley Way","Berkeley","94703","13.08","4800","1130000.00"
"a0F1a000000pFGA","Quail Hill Apartments","Castro Valley","94546","8.17","83253","8500000.00"
"a0F1a000000pFGC","22264 Western Blvd","Hayward","94541","7.25","4764","600000.00"
"a0F1a000000pFGD","20475 Wisteria St","Castro Valley","94546","7.65","22048","2800000.00"
"a0F1a000000pGC9","1717 Market Ave","San Pablo","94806","9.46","3444","640000.00"
"a0F1a000000pGD9","137 Wilbur Ave","Antioch","94509","10.30","68558","5500000.00"
"a0F1a000000pHbh","601 Foothill Blvd","Oakland","94606","11.86","5418","808000.00"
"a0F1a000000pFGE","20026 Wisteria St","Castro Valley","94546","9.13","5328","570000.00"
"a0F1a000000pFGF","228-230 Blossom Way","Hayward","94541","7.17","11750","725000.00"
"a0F1a000000pFGI","20864 Wilbeam Ave","Castro Valley","94546","10.07","4050","580000.00"
"a0F1a000000pFGJ","19941 Redwood Rd","Castro Valley","94546","12.33","7301","1450000.00"
"a0F1a000000pFGK","15605-15619 Via Granada","San Lorenzo","94580","7.80","6650","491250.00"
"a0F1a000000pGI5","1437-1449 Aster Dr","Antioch","94509","8.86","23798","3700000.00"
"a0F1a000000pHZu","Stuart Street Apartments","Berkeley","94705","11.39","3074","925000.00"
"a0F1a000000pFGO","20962-20986 Royal Ave","Hayward","94541","10.87","22252","1810000.00"
"a0F1a000000pFGQ","21857-21889 Thelma St","Hayward","94541","8.49","9620","1285000.00"
"a0F1a000000pHa8","Oak Park Manor","Pleasant Hill","94523","10.18","33512","5500000.00"
"a0F1a000000pHc4","748 Lincoln Ave","Alameda","94501","11.27","17972","3750000.00"
"a0F1a000000pFGT","750 Elgin St","San Lorenzo","94580","5.41","6000","292000.00"
"a0F1a000000pFGU","27808-27854 Huntwood Ave","Hayward","94544","7.21","13122","970000.00"
"a0F1a000000pFGV","Pacifica Apartments","Hayward","94544","3.55","42558","1055000.00"
"a0F1a000000pFGW","Park Terrace Town Homes","Hayward","94541","9.53","41304","3380000.00"
"a0F1a000000pFGX","372 Sunset Bl","Hayward","94541","7.16","8200","535000.00"
"a0F1a000000pFGS","25891 Gading Rd","Hayward","94544","7.19","6542","2340000.00"
"a0F1a000000pGCT","1601 Primrose Ln","Pinole","94564","11.45","15570","2375000.00"
"a0F1a000000pGIJ","721 Mellus St","Martinez","94553","9.52","8643","1000000.00"
"a0F1a000000pHaC","2015 Hearst Ave","Berkeley","94709","11.89","4725","1825000.00"
"a0F1a000000pHcA","22721-22735 Souza Ct","Hayward","94541","15.20","5092","1040000.00"
"a0F1a000000pFGa","Manon Flowers I","Hayward","94544","8.15","28480","3011000.00"
"a0F1a000000pFGd","704 B St","Hayward","94541","12.00","4350","880000.00"
"a0F1a000000pFGf","377 Berry Ave","Hayward","94544","7.95","8300","750000.00"
"a0F1a000000pFGZ","27511 Manon Ave","Hayward","94544","6.28","4013","240000.00"
"a0F1a000000pGDa","1185 Meadow Ln","Concord","94520","8.76","18944","130000.00"
"a0F1a000000pG7N","45 Camino Del Sol","Martinez","94553","9.45","6118","899000.00"
"a0F1a000000pGIW","600 Alhambra Way","Martinez","94553","9.60","39730","3500000.00"
"a0F1a000000pGK3","1631 Estudillo St","Martinez","94553","10.79","6035","750000.00"
"a0F1a000000pGK4","2215 Dover Ave","San Pablo","94806","9.26","7472","600000.00"
"a0F1a000000pFGi","Marinwood Apartments","Hayward","94541","9.02","22155","1659000.00"
"a0F1a000000pFGk","2661 Renton Way","Castro Valley","94546","5.94","9254","885000.00"
"a0F1a000000pFGl","27070-27086 Manon Ave","Hayward","94544","8.49","13588","1129000.00"
"a0F1a000000pEBU","746 Rand Ave","Oakland","94610","11.13","4952","1005000.00"
"a0F1a000000pGK5","1680 Haller Ct","Concord","94520","10.69","4160","795000.00"
"a0F1a000000pHaS","906-912 Dainty Ave","Brentwood","94513","9.73","11714","1850000.00"
"a0F1a000000pHcS","209 W 5th St","Antioch","94509","13.81","2337","580000.00"
"a0F1a000000pFGm","(peppertree Village)","Hayward","94541","6.60","165000","1787500.00"
"a0F1a000000pFGn","27813-27827 Leidig Ct","Hayward","94544","5.81","25762","725000.00"
"a0F1a000000pFGo","24656 Oneil Ave","Hayward","94544","6.27","7396","650000.00"
"a0F1a000000pFGr","Parkway Pines","Hayward","94544","5.72","70892","1100000.00"
"a0F1a000000pFGs","Stepping Stone Apts","Hayward","94541","9.06","5000","511500.00"
