Address,Type,SaleDate,SalePrice,GRM,Cap,PricePerSF,PricePerUnit,BldgSF,NumberOfUnits,Age,BuildingCondition,BuildingClass,BuildingMaterials,Latitude,Longitude,1Bedrooms,2Bedrooms,3Bedrooms,Floors,ZipCode,Rating,Vacancy,Zoning,SaleCondition,YearBuilt
2120 Railroad Ave,Retail (Neighborhood Center),10/30/2013,5260000,,6.6,547.92,,9600,,10,Good,,,38.015425,-121.89056,,,,1,94565,3 Star,0,C-C,,2007
2931-2951 Harbor St,Retail (Neighborhood Center),7/22/2005,5000000,,7,236.08,,21179,,9,Good,,,38.0084073,-121.8860941,,,,1,94565,3 Star,0,CC,,2008
3033 Harbor St,Retail (Neighborhood Center),6/10/2005,4665000,,6.25,92.93,,50200,,29,Good,,Masonry,38.0079388,-121.8850835,,,,1,94565,2 Star,0,PC,1031 Exchange,1988
4470 Century Blvd,Retail (Neighborhood Center),7/28/2016,2900000,,,989.09,,2932,,15,Good,,Masonry,38.005909,-121.8375854,,,,1,94565,3 Star,0,C-C,1031 Exchange,2002
634-658 Port Chicago Hwy,Retail (Neighborhood Center),9/2/2005,2900000,,5,195.4,,14841,,64,Good,,,38.0348815,-121.9614328,,,,1,94565,2 Star,0,N-B,,1953
300 E Leland Rd,Office,10/18/2016,2865000,,6.61,183.7,,15596,,37,Good,B,Wood Frame,38.01103,-121.887901,,,,2,94565,2 Star,0,CC-O,1031 Exchange,1980
1150 E Leland Rd,Office,4/30/2010,2675619,,,382.23,,7000,,7,Good,B,Masonry,38.008363,-121.872959,,,,1,94565,3 Star,0,0,1031 Exchange,2010
2931-2951 Harbor St,Retail (Neighborhood Center),10/8/2014,2410000,,7,113.79,,21179,,9,Good,,,38.0084073,-121.8860941,,,,1,94565,3 Star,0,CC,,2008
4490 Delta Gateway,Retail (Neighborhood Center),9/14/2016,1850000,,5.5,687.48,,2691,,16,Good,,Masonry,38.005434,-121.837841,,,,1,94565,3 Star,0,C-C,1031 Exchange,2001
1500 N Park Blvd,Retail (Power Center),5/31/2007,1710000,11.39,7.3,349.34,,4895,,19,Good,,,38.011881,-121.864042,,,,1,94565,3 Star,0,0,,1998
4490 Delta Gateway,Retail (Neighborhood Center),10/31/2013,1700000,,6,631.74,,2691,,16,Good,,Masonry,38.005434,-121.837841,,,,1,94565,3 Star,0,C-C,Investment Triple Net,2001
2261-2283 Railroad Ave (Part of Multi-Property Sale),Retail (Strip Center),3/25/2016,1554724,,,210.98,,7369,,37,Good,,Wood Frame,38.013188,-121.889653,,,,1,94565,3 Star,0,C,,1980
1600 N Park Blvd,Retail (Power Center),3/24/2016,1414000,,6.74,528.4,,2676,,24,Good,,,38.011557,-121.863603,,,,1,94565,3 Star,0,CC,,1993
2921 Harbor St,Retail (Neighborhood Center),5/12/2016,1400000,,6,350,,4000,,29,Good,,Wood Frame,38.007989,-121.886619,,,,1,94565,3 Star,0,0,1031 Exchange,1988
395 E Leland Rd,Retail,8/20/2010,1400000,,7.87,175,,8000,,27,Good,,,38.0116266,-121.8863522,,,,1,94565,3 Star,0,0,,1990
2921 Harbor St,Retail (Neighborhood Center),9/20/2005,1365000,,6.5,341.25,,4000,,29,Good,,Wood Frame,38.007989,-121.886619,,,,1,94565,3 Star,0,0,,1988
3300-3350 Loveridge Rd,Retail (Strip Center),11/4/2016,1225000,,6.86,184.99,,6622,,41,Good,,Masonry,38.002643,-121.873646,,,,2,94565,1 Star,0,PC,High Vacancy Property,1976
163-165 E 4th St,Retail,10/1/2004,880000,,10.88,58.67,,15000,,97,Good,,Masonry,38.0325803,-121.8826219,,,,2,94565,2 Star,0,C2,1031 Exchange,1920
2314-2336 Willow Pass Rd,Retail,,,,6,135.62,0,6264,0,89,Good,,Wood Frame,38.026967,-121.935278,,,,1,94565,1 Star,0,R-B; Bay Point,,1928
2921 Harbor St,Retail (Neighborhood Center),12/12/2002,790000,,8.45,197.5,,4000,,29,Good,,Wood Frame,38.007989,-121.886619,,,,1,94565,3 Star,0,0,Investment Triple Net,1988
1101 Railroad Ln,Industrial,10/8/2004,700000,,5.3,38.36,,18250,,45,Good,C,,38.026254,-121.885071,,,,1,94565,2 Star,0,C-2,Deferred Maintenance,1972
3300-3350 Loveridge Rd,Retail (Strip Center),11/16/2000,684000,,9.1,103.29,,6622,,41,Good,,Masonry,38.002643,-121.873646,,,,2,94565,1 Star,0,PC,,1976
101-109 School St,Retail,12/13/2002,650000,,7.08,67.96,,9564,,77,Good,,Wood Frame,38.021525,-121.887312,,,,1,94565,3 Star,0,C-1,1031 Exchange,1940
515 Marina Blvd,Retail,11/14/2003,650000,,7,59.09,,11000,,67,Good,,Masonry,38.032274,-121.885265,,,,2,94565,2 Star,0,0,1031 Exchange,1950
2941 Harbor St,Retail (Neighborhood Center),11/4/2004,616000,,7.18,271.49,,2269,,29,Good,,Masonry,38.007738,-121.886371,,,,1,94565,3 Star,0,CC,,1988
3858 Railroad Ave,Retail,3/10/2000,585000,,9,310.84,,1882,,28,Good,,Reinforced Concrete,38.003837,-121.894663,,,,1,94565,3 Star,0,C1,1031 Exchange,1989
640 Garcia Ave,Industrial,9/6/2001,465000,,9.71,38.75,,12000,,36,Good,C,Metal,38.012096,-121.883605,,,,1,94565,2 Star,0,IP,,1981
965-985 East St,Office,5/15/2013,190000,,8.5,37.7,,5040,,71,Good,C,,38.0272412,-121.8815923,,,,2,94565,2 Star,0,0,,1946
1283 E Leland Rd,Retail (Community Center),11/22/2006,0,,5.5,0,,2137,,14,Good,,,38.00816,-121.869597,,,,1,94565,3 Star,0,0,,2003
2400 N Park Blvd (Part of Multi-Property Sale),Retail (Power Center),12/31/2003,,,,,,95000,,26,Good,,,38.0116074,-121.8577399,,,,,94565,2 Star,0,0,1031 Exchange,1991
2300 N Park Blvd (Part of Multi-Property Sale),Retail (Power Center),12/16/2016,,,,,,107918,,26,Good,,,38.011657,-121.858971,,,,1,94565,3 Star,0,M,,1991
2261-2283 Railroad Ave (Part of Multi-Property Sale),Retail (Strip Center),6/6/2008,,,,,,7369,,37,Good,,Wood Frame,38.013188,-121.889653,,,,1,94565,3 Star,0,C,,1980
1600 N Park Blvd (Part of Multi-Property Sale),Retail (Power Center),12/16/2016,,,,,,75254,,25,Good,,Masonry,38.0116377,-121.8606255,,,,1,94565,3 Star,0,N/Av,,1992
1600 N Park Blvd (Part of Multi-Property Sale),Retail (Power Center),12/31/2003,,,,,,75254,,25,Good,,Masonry,38.0116377,-121.8606255,,,,1,94565,3 Star,0,N/Av,1031 Exchange,1992
211-213 W Cutting Blvd,Industrial,10/31/2014,18350000,,4.36,74.85,,245144,,62,Good,C,Wood Frame,37.926152,-122.373561,,,,1,94804,2 Star,0,M2,,1955
3200 Regatta Blvd (Part of Multi-Property Sale),Industrial,12/28/1999,14923461,,,36.93,,404098,,47,Good,C,,37.916377,-122.33987,,,,1,94804,3 Star,0,0,1031 Exchange,1970
1100 Marina Way S (Part of Portfolio),Industrial,9/30/2015,10222280,,,99.46,,102782,,47,Good,B,,37.915553,-122.354881,,,,1,94804,3 Star,0,PA,Bulk/Portfolio Sale,1970
510-512 W Ohio Ave (Part of Multi-Property Sale),Industrial,4/13/2007,6811097,,,59.39,,114676,,54,Good,B,Masonry,37.9308028,-122.3745746,,,,1,94804,3 Star,0,0,1031 Exchange,1963
500-508 W Ohio Ave (Part of Multi-Property Sale),Industrial,4/13/2007,5523667,,,59.39,,93000,,,Good,B,Wood Frame,37.930393,-122.374939,,,,2,94804,2 Star,0,0,1031 Exchange,
750 National Ct (Part of Multi-Property Sale),Industrial,4/13/2007,3592165,,,59.39,,60480,,42,Good,B,Reinforced Concrete,37.9289686,-122.3765988,,,,1,94804,3 Star,0,M1,1031 Exchange,1975
3300 Regatta Blvd (Part of Multi-Property Sale),Industrial,12/28/1999,2376539,,,36.93,,64352,,75,Good,B,,37.917341,-122.339454,,,,1,94804,3 Star,0,0,1031 Exchange,1942
315 25th St,Multi-Family,3/19/2008,1280000,,,88.78,71111,14418,,105,Good,B,Masonry,37.9356843,-122.3455424,,,,3,94804,3 Star,0,CMCD,,1912
750 National Ct (Part of Multi-Property Sale),Office,4/13/2007,1173071,,,144.82,,8100,,53,Good,B,Wood Frame,37.928528,-122.376503,,,,1,94804,2 Star,0,M1,1031 Exchange,1964
305 W Cutting Blvd,Retail,10/25/2006,950000,,,139.71,,6800,,55,Good,,Wood Frame,37.9255106,-122.3667849,,,,2,94804,1 Star,0,0,1031 Exchange,1962
640 S 13th St,Industrial,4/27/2005,850000,,7.75,73.28,,11600,,52,Good,C,Metal,37.9233909,-122.3566851,,,,1,94804,2 Star,0,M-2,Investment Triple Net,1965
2540 MacDonald Ave,Retail,1/31/2014,755000,,7.89,111.03,,6800,,66,Good,,Wood Frame,37.935101,-122.344316,,,,1,94804,1 Star,0,C-2,1031 Exchange,1951
2821 Macdonald Ave,Retail,5/4/2005,675000,,7.07,135,,5000,,64,Good,,Masonry,37.935113,-122.341456,,,,1,94804,1 Star,0,O-C,,1953
850 23rd St,Retail,8/31/2004,600000,,2.72,400,,1500,,47,Good,,Wood Frame,37.944636,-122.346975,,,,1,94804,3 Star,0,CB,Deferred Maintenance,1970
548 Marina Bay Pky,Office,9/30/2004,549000,,6.84,122.87,,4468,,72,Good,C,Reinforced Concrete,37.924259,-122.347394,,,,2,94804,1 Star,0,N/Av,Deferred Maintenance,1945
333 Ohio St,Industrial,10/24/2003,520000,,4.89,88.14,,5900,,52,Good,C,Metal,37.9310659,-122.3661241,,,,1,94804,1 Star,0,LI,Investment Triple Net,1965
653 S 31st St,Industrial,10/23/2000,415000,,9.62,63.85,,6500,,49,Good,C,Metal,37.922998,-122.33972,,,,1,94804,1 Star,0,M3,Investment Triple Net,1968
1181-1183 23rd St,Retail,4/9/2001,294000,,9.38,48.6,,6050,,71,Good,,Wood Frame,37.950875,-122.34773,,,,1,94804,1 Star,0,C-1,Investment Triple Net,1946
560 Spring St,Industrial,4/29/2002,290000,,7.79,116,,2500,,52,Good,C,,37.924159,-122.338307,,,,1,94804,1 Star,0,IL,Investment Triple Net,1965
864 23rd St,Retail,4/1/2002,270000,,9.67,93.75,,2880,,67,Good,,Masonry,37.944783,-122.347168,,,,1,94804,2 Star,0,C-2,Investment Triple Net,1950
1156-1160 23rd St,Retail,10/5/2000,260000,,8,68.78,,3780,,90,Good,,,37.950438,-122.347399,,,,1,94804,,0,CB,1031 Exchange,1927
3231 Macdonald Ave,Retail,11/17/2015,197500,,5.44,285.4,,692,,49,Good,,Wood Frame,37.9345782,-122.3378967,,,,1,94804,2 Star,0,0,,1968
323-325 23rd St,Retail,7/28/2011,180000,,,160,,1125,,73,Good,,,37.9362278,-122.3477747,,,,,94804,2 Star,0,CM,Purchase By Tenant,1944
3627 Cutting Blvd (Part of Multi-Property Sale),Office,2/1/2013,83100,,,46.17,,1800,,65,Good,C,Masonry,37.9255568,-122.3346513,,,,1,94804,2 Star,0,0,,1952
108 S 4th St,Industrial,6/24/2009,60000,,,40,,1500,,57,Good,C,,37.9306368,-122.3657926,,,,1,94804,1 Star,0,0,,1960
3288 Pierce St (Part of Multi-Property Sale),Retail (Neighborhood Center),12/16/2015,,,,,,3471,,,Good,,,37.8993129,-122.3085054,,,,1,94804,2 Star,0,0,,
3288 Pierce St (Part of Multi-Property Sale),Retail (Neighborhood Center),12/16/2015,,,,,,121529,,47,Good,,,37.8991452,-122.3069476,,,,1,94804,3 Star,0,0,,1970
1164-1192 Locust St,Retail (Community Center),10/28/2004,72500000,,6.75,471.09,,153900,,57,Good,,,37.8955681,-122.0609222,,,,2,94596,4 Star,0,N/Av,,1960
1600 S Main St,Office,3/15/2000,14400000,,8.86,514.29,,28000,,34,Good,B,Steel,37.889228,-122.05617,,,,3,94596,2 Star,0,OC,1031 Exchange,1983
1530 Olympic Blvd,Retail,3/21/2012,12700000,,6.62,733.13,,17323,,69,Good,,Masonry,37.8963527,-122.060829,,,,3,94596,3 Star,0,PR,,1948
1440 Maria Ln (4 Properties),Office,,,,7.82,92.16,,,,,Good,B,,,,,,,,94596,,0,0,,
1101-1105 S California Blvd,Retail (Neighborhood Center),9/24/2014,9300000,,5.08,1078.39,,8624,,47,Good,,Masonry,37.896869,-122.064283,,,,1,94596,3 Star,0,0,,1970
1211 Newell Ave,Office,9/12/2014,7800000,,6.11,287.12,,27166,,43,Good,B,Wood Frame,37.893056,-122.052738,,,,2,94596,2 Star,0,OC,1031 Exchange,1974
2198 N Main St,Retail,12/21/2007,5300000,,5.47,325.95,,16260,,61,Good,,Masonry,37.909579,-122.0644,,,,1,94596,2 Star,0,Automotive,,1956
1350 Carlback Ave,Office,4/14/2000,5000000,,10.2,174.64,,28630,,34,Good,B,Masonry,37.9043037,-122.0604032,,,,4,94596,2 Star,0,R-O,1031 Exchange,1983
1327-1329 N Main St,Retail,12/28/2006,4200000,,,535.71,,7840,,69,Good,,Masonry,37.89789,-122.060533,,,,2,94596,2 Star,0,0,,1948
1521-1529 Olympic Blvd,Retail (Community Center),3/1/2007,3960000,5.2,3.3,520.37,,7610,,59,Good,,Wood Frame,37.8960654,-122.0606031,,,,1,94596,2 Star,0,0,,1958
785 Ygnacio Valley Rd,Office,3/31/2006,3200000,,5.39,659.79,,4850,,12,Good,B,Masonry,37.906631,-122.058159,,,,2,94596,2 Star,0,N/Av,1031 Exchange,2005
1380-1388 Locust St,Retail,3/16/2007,3100000,20.6,,740.21,,4188,,65,Good,,Reinforced Concrete,37.898921,-122.061771,,,,1,94596,3 Star,0,PR,,1952
1250 Arroyo Way,Office,11/23/2010,3000000,,8.85,241.55,,12420,,64,Good,B,Masonry,37.905229,-122.060102,,,,1,94596,2 Star,0,0,Investment Triple Net,1953
1630 Cypress St (Part of Multi-Property Sale),Retail,10/30/2015,2711243,,,446.22,,6076,,33,Good,,Reinforced Concrete,37.898924,-122.062839,,,,1,94596,3 Star,0,0,,1984
1440 Maria Ln (Part of Multi-Property Sale),Office,8/31/1998,2499319,,,94.1,,26559,,37,Good,B,Wood Frame,37.892661,-122.056083,,,,3,94596,2 Star,0,0,1031 Exchange,1980
1250 Pine St (Part of Multi-Property Sale),Office,12/19/2001,2230945,,,169.63,,13152,,40,Good,B,Masonry,37.910819,-122.060885,,,,3,94596,2 Star,0,0,1031 Exchange,1977
1544-1552 Locust St,Retail,1/10/2003,1927000,,3.35,428.22,,4500,,67,Good,,Masonry,37.900552,-122.062377,,,,1,94596,2 Star,0,PR,,1950
1150 Civic Dr,Office,2/6/2008,1800000,,7,317.52,,5669,,46,Good,B,Wood Frame,37.905472,-122.059394,,,,3,94596,3 Star,0,CO,,1971
1931 San Miguel Dr,Office,1/23/2001,1700000,,6.27,196.15,,8667,,32,Good,B,,37.892723,-122.052044,,,,2,94596,3 Star,0,N/Av,,1985
1677 N Main St,Office,4/11/2003,1545000,,4.18,256.64,,6020,,55,Good,B,Masonry,37.901782,-122.06228,,,,2,94596,2 Star,0,P-R,1031 Exchange,1962
1539-1545 Locust St (Part of Multi-Property Sale),Retail,12/5/2014,1417089,,,470.79,,3010,,71,Good,,Wood Frame,37.900378,-122.062938,,,,1,94596,2 Star,0,0,,1946
2071-2075 N Broadway,Office,7/28/2004,1020000,,8.63,318.75,,3200,,57,Good,B,Masonry,37.908231,-122.062124,,,,1,94596,2 Star,0,CR,,1960
301-313 N Civic Dr (Part of Multi-Property Sale),Retail,12/19/2001,719055,,,159.79,,4500,,40,Good,B,,37.910904,-122.0605542,,,,1,94596,3 Star,0,R-O,1031 Exchange,1977
2190 N Broadway,Retail,7/15/2010,700000,,7,238.26,,2938,,29,Good,,Reinforced Concrete,37.910159,-122.062221,,,,1,94596,2 Star,0,A-S,,1988
1620 Cypress St (Part of Multi-Property Sale),Retail,10/30/2015,488613,,,446.22,,1095,,20,Good,,,37.8989677,-122.0626144,,,,1,94596,3 Star,0,0,,1997
1628 Cypress St (Part of Multi-Property Sale),Industrial,10/30/2015,400144,,,133.38,,3000,,33,Good,C,,37.8991886,-122.0628908,,,,1,94596,1 Star,0,Ped/Ret,,1984
1500-1516 S Main St (Part of Multi-Property Sale),Retail,8/2/2000,,,,,,3246,,57,Good,,Masonry,37.890215,-122.057261,,,,1,94596,2 Star,0,PDC,1031 Exchange,1960
1518-1530 S Main St (Part of Multi-Property Sale),Office,8/2/2000,,,,,,3300,,57,Good,C,Wood Frame,37.8897031,-122.0571342,,,,2,94596,2 Star,0,PDC,1031 Exchange,1960
1164-1192 Locust St (Part of Portfolio),Retail (Community Center),3/1/2017,,,,,,153900,,57,Good,,,37.8955681,-122.0609222,,,,2,94596,4 Star,0,N/Av,Bulk/Portfolio Sale,1960
240 3rd St,Multi-Family,12/31/2001,59500000,9.59,7.42,172.23,191935,345470,,16,Good,B,Reinforced Concrete,37.7948145,-122.270387,,,,7,94607,4 Star,0,CRS,,2001
70-95 Washington St (Part of Multi-Property Sale),Office,3/11/2016,16184745,,,192.12,,84245,,28,Good,B,Reinforced Concrete,37.795128,-122.277766,,,,4,94607,3 Star,0,0,Ground Lease ,1989
98 Broadway (Part of Multi-Property Sale),Retail,3/11/2016,9912846,,,295.91,,33500,,,Good,,,37.7948112,-122.2763892,,,,1,94607,3 Star,0,0,Ground Lease ,
200 Webster St,Office,1/31/2014,6191500,,,228.48,,27099,,32,Good,B,Masonry,37.795374,-122.273509,,,,4,94607,2 Star,0,C-45,Sale Leaseback,1985
100 Webster St,Office,7/25/2001,4790000,,7,273.64,,17505,,92,Good,B,,37.7945671,-122.2739551,,,,3,94607,3 Star,0,C-45/S-4,,1925
1255 26th St,Office,1/17/2017,3730000,,5,252.06,,14798,,102,Needs Improvement,C,Metal,37.8190929,-122.2853889,,,,2,94607,2 Star,0,M40,,1915
638 Webster St,Office,1/27/2006,3600000,,9.55,180,,20000,,31,Good,B,Steel,37.7983211,-122.2716764,,,,4,94607,3 Star,0,NEC,,1986
638 Webster St,Office,5/3/2001,2850000,,6.37,142.5,,20000,,31,Good,B,Steel,37.7983211,-122.2716764,,,,4,94607,3 Star,0,NEC,Investment Triple Net,1986
77 Jack London Sq (Part of Multi-Property Sale),Office,3/11/2016,2497498,,,192.12,,13000,,62,Good,B,,37.7927368,-122.272715,,,,2,94607,2 Star,0,0,Ground Lease ,1955
127 2nd St,Industrial,11/2/1999,2250000,,8.4,87.2,,25802,,37,Good,C,Reinforced Concrete,37.793009,-122.269014,,,,1,94607,3 Star,0,M20/S4,1031 Exchange,1980
2635-2717 Peralta St,Industrial,3/31/2000,2100000,,9,19.09,,110000,,92,Good,C,Masonry,37.820662,-122.287354,,,,2,94607,2 Star,0,0,,1925
469-475 4th St,Retail,5/4/2000,1675000,,5.37,100.15,,16725,,92,Good,B,Masonry,37.797512,-122.2763969,,,,1,94607,2 Star,0,C45,1031 Exchange,1925
350 4th St,Retail,5/12/2015,1650000,,4.2,170.1,,9700,,135,Good,,,37.7966202,-122.2728344,,,,4,94607,2 Star,0,C-45,,1882
1558 7th St,Industrial,7/6/2016,1575000,,6,232.85,,6764,,78,Good,C,,37.8061175,-122.2972834,,,,2,94607,1 Star,0,S-15,,1939
1675-1695 15th St,Industrial,2/25/2005,1500000,,7.02,68.18,,22000,,67,Good,C,,37.8128889,-122.2957767,,,,1,94607,2 Star,0,R40,,1950
725 Washington St,Retail,3/27/2008,1365000,8.93,7.32,140.94,,9685,,141,Good,,,37.800519,-122.2754049,,,,3,94607,2 Star,0,0,Historical Site,1876
221 Oak St,Industrial,8/19/2002,1300000,,9.87,86.67,,15000,,91,Good,C,Reinforced Concrete,37.793381,-122.268018,,,,2,94607,1 Star,0,M-20/S-4,Investment Triple Net,1926
2601 Adeline St,Industrial,12/14/1999,1161000,,11.19,29.02,,40000,,77,Good,C,Masonry,37.819097,-122.283336,,,,2,94607,2 Star,0,M-20,1031 Exchange,1940
713-719 Washington St,Retail,3/27/2008,898000,,7.5,157.54,,5700,,72,Good,,Masonry,37.8004524,-122.2754723,,,,2,94607,2 Star,0,0,,1945
461-465 2nd St,Retail,12/30/2004,815000,,8.36,132.52,,6150,,157,Good,,Reinforced Concrete,37.796097,-122.276888,,,,1,94607,3 Star,0,COMM,,1860
120 11th St,Retail,4/21/2000,775000,,6.7,89.75,,8635,,,Good,,Masonry,37.799332,-122.264525,,,,2,94607,2 Star,0,S-2,Business Value Included,
1108 Chestnut St,Multi-Family,7/22/2016,725000,,4.5,312.5,120833,2320,,52,Good,B,,37.8071809,-122.2855714,,,,2,94607,3 Star,0,0,,1965
722 Clay St,Retail,10/27/2014,600000,,4,194.36,,3087,,96,Good,,Masonry,37.8007943,-122.2761508,,,,1,94607,2 Star,0,0,1031 Exchange,1921
329-331 Franklin St,Industrial,7/31/2008,455000,,2.66,194.61,,2338,,101,Good,C,Masonry,37.7969391,-122.2745983,,,,1,94607,1 Star,0,C-45,,1916
1255 26th St (Part of Multi-Condo Sale),Office,1/25/2017,,,,,,14798,,102,Needs Improvement,C,Metal,37.8190929,-122.2853889,,,,2,94607,2 Star,0,M40,,1915
1255 26th St (Part of Multi-Condo Sale),Office,1/25/2017,,,,,,14798,,102,Needs Improvement,C,Metal,37.8190929,-122.2853889,,,,2,94607,2 Star,0,M40,,1915
1255 26th St (Part of Multi-Condo Sale),Office,1/25/2017,,,,,,14798,,102,Needs Improvement,C,Metal,37.8190929,-122.2853889,,,,2,94607,2 Star,0,M40,,1915
1255 26th St (Part of Multi-Condo Sale),Office,1/25/2017,,,,,,14798,,102,Needs Improvement,C,Metal,37.8190929,-122.2853889,,,,2,94607,2 Star,0,M40,,1915
1255 26th St (Part of Multi-Condo Sale),Office,1/25/2017,,,,,,14798,,102,Needs Improvement,C,Metal,37.8190929,-122.2853889,,,,2,94607,2 Star,0,M40,,1915
1255 26th St (Part of Multi-Condo Sale),Office,1/25/2017,,,,,,14798,,102,Needs Improvement,C,Metal,37.8190929,-122.2853889,,,,2,94607,2 Star,0,M40,,1915
1255 26th St (Part of Multi-Condo Sale),Office,1/25/2017,,,,,,14798,,102,Needs Improvement,C,Metal,37.8190929,-122.2853889,,,,2,94607,2 Star,0,M40,,1915
1255 26th St (Part of Multi-Condo Sale),Office,1/25/2017,,,,,,14798,,102,Needs Improvement,C,Metal,37.8190929,-122.2853889,,,,2,94607,2 Star,0,M40,,1915
1255 26th St (Part of Multi-Condo Sale),Office,1/25/2017,,,,,,14798,,102,Needs Improvement,C,Metal,37.8190929,-122.2853889,,,,2,94607,2 Star,0,M40,,1915
1255 26th St (Part of Multi-Condo Sale),Office,1/25/2017,,,,,,14798,,102,Needs Improvement,C,Metal,37.8190929,-122.2853889,,,,2,94607,2 Star,0,M40,,1915
1255 26th St (Part of Multi-Condo Sale),Office,1/25/2017,,,,,,14798,,102,Needs Improvement,C,Metal,37.8190929,-122.2853889,,,,2,94607,2 Star,0,M40,,1915
1255 26th St (Part of Multi-Condo Sale),Office,1/25/2017,,,,,,14798,,102,Needs Improvement,C,Metal,37.8190929,-122.2853889,,,,2,94607,2 Star,0,M40,,1915
2960-3064 Castro Valley Blvd,Retail (Neighborhood Center),8/8/2002,8900000,,8.75,339.62,,26206,,27,Good,,Masonry,37.696167,-122.081994,,,,1,94546,2 Star,0,CVCBD,,1990
20980 Redwood Rd,Office,12/30/2004,4300000,,8.12,215,,20000,,32,Good,B,Masonry,37.693529,-122.073488,,,,2,94546,3 Star,0,N/Av,,1985
21060 Redwood Rd,Office,7/31/2015,4088000,,,223.75,,18270,,29,Good,B,Masonry,37.692913,-122.073307,,,,2,94546,3 Star,0,CVCBD,1031 Exchange,1988
20406 Redwood Rd,Office,,,,6.17,274.02,0,12043,0,43,Good,B,Masonry,37.697179,-122.073435,,,,1,94546,2 Star,0,CVC-BD-IR,,1974
20630-20642 John Dr,Office,12/6/2005,2765000,,5.09,263.33,,10500,,34,Good,C,Masonry,37.692925,-122.090581,,,,2,94546,3 Star,0,N/Av,1031 Exchange,1983
3288 Castro Valley Blvd,Retail,10/29/2014,2445000,,4.7,733.57,,3333,,,Good,,Masonry,37.695735,-122.07854,,,,1,94546,2 Star,0,0,1031 Exchange,
20406 Redwood Rd,Office,5/23/2006,2400000,,7.6,199.29,,12043,,43,Good,B,Masonry,37.697179,-122.073435,,,,1,94546,2 Star,0,CVC-BD-IR,1031 Exchange,1974
3035 Castro Valley Blvd,Retail,10/27/2004,1800000,,5.8,805.01,,2236,,49,Good,,Masonry,37.695247,-122.081705,,,,1,94546,2 Star,0,0,,1968
3288 Castro Valley Blvd (Part of Portfolio),Retail,1/31/2014,1754382,,,526.37,,3333,,,Good,,Masonry,37.695735,-122.07854,,,,1,94546,2 Star,0,0,Bulk/Portfolio Sale,
21168 Redwood Rd,Office,3/27/2009,1700000,,6.4,265,,6415,,33,Good,C,,37.691875,-122.073475,,,,1,94546,2 Star,0,Commercial,,1984
3549 Castro Valley Blvd,Office,11/14/2007,1460000,,6.6,459.26,,3179,,102,Good,B,Reinforced Concrete,37.694999,-122.073057,,,,1,94546,2 Star,0,CVCBD,Investment Triple Net,1915
22315-22325 Redwood Rd,Retail (Strip Center),10/29/1999,1350000,,7.06,218.27,,6185,,28,Good,,Wood Frame,37.683862,-122.074164,,,,1,94546,3 Star,0,CN,Investment Triple Net,1989
2777-2779 Castro Valley Blvd,Retail,6/9/2005,1282000,,7,346.86,,3696,,72,Good,,Wood Frame,37.69459,-122.084521,,,,1,94546,2 Star,0,CC,1031 Exchange,1945
3553 Castro Valley Blvd,Office,4/8/2013,1280000,,6.6,133.67,,9576,,26,Good,C,Masonry,37.694633,-122.073202,,,,2,94546,2 Star,0,Commercial,,1991
3217-3223 Castro Valley Blvd,Retail,7/11/2014,1028000,,8.17,179.63,,5723,,68,Good,,Masonry,37.6952901,-122.0795726,,,,1,94546,2 Star,0,CV-CBD,,1949
20860-20864 Redwood Rd,Retail (Strip Center),2/11/2013,1017500,,6.76,214.12,,4752,,52,Good,,Masonry,37.694793,-122.073373,,,,1,94546,3 Star,0,Flex Zoning,,1965
3549 Castro Valley Blvd,Office,1/4/2005,912500,,6.7,287.04,,3179,,102,Good,B,Reinforced Concrete,37.694999,-122.073057,,,,1,94546,2 Star,0,CVCBD,,1915
3549 Castro Valley Blvd,Office,9/20/2000,825000,,7,259.52,,3179,,102,Good,B,Reinforced Concrete,37.694999,-122.073057,,,,1,94546,2 Star,0,CVCBD,1031 Exchange,1915
19830 Lake Chabot Rd,Office,10/29/1999,670000,,8.4,154.38,,4340,,48,Good,C,Masonry,37.700104,-122.087467,,,,2,94546,2 Star,0,0,,1969
2626-2632 Castro Valley Blvd,Retail,3/29/2013,445000,,,186.19,,2390,,92,Good,,Masonry,37.693862,-122.08797,,,,1,94546,2 Star,0,Sub Area 3,,1925
20345 Santa Maria Ave,Office,4/25/2001,310000,,4.45,146.78,,2112,,29,Good,C,Wood Frame,37.697033,-122.078523,,,,2,94546,2 Star,0,Sub ,1031 Exchange,1988
20527 Wisteria St,Office,6/30/2000,265000,,4.83,240.91,,1100,,66,Good,C,Masonry,37.695675,-122.085435,,,,1,94546,2 Star,0,CVCBD,,1951
3667 Castro Valley Blvd (Part of Portfolio),Retail,8/19/2011,,,,,,30566,,56,Good,,Masonry,37.69392,-122.071614,,,,1,94546,3 Star,0,0,1031 Exchange,1961
20126 Stanton Ave (Part of Portfolio),Office,4/7/2008,,,,,,19070,,19,Good,B,Masonry,37.697226,-122.090527,,,,3,94546,2 Star,0,0,Bulk/Portfolio Sale,1998
8350 Pardee Dr,Industrial,3/31/2015,55800000,,4.5,148.91,,374725,,3,Good,A,Masonry,37.7332944,-122.2070731,,,,1,94621,5 Star,0,Business Park Interior,Investment Triple Net,2014
